home_team,away_team,home_score,away_score,home_rating_before,away_rating_before,home_rating_after,away_rating_after,home_change,away_change
Bjerringbro-Silkeborg,GOG Håndbold,29,30,1472.5571391908622,1493.814237511591,1464.7942584426505,1501.5771182598028,-7.7628807482117566,7.7628807482117566
SønderjyskE Herrer,Skjern Håndbold,19,26,1297.249317037558,1438.6825626439834,1291.505395563746,1444.4264841177953,-5.743921473812055,5.743921473812055
Ribe-Esbjerg HH,Århus Håndbold,24,33,1307.9041924550163,1318.1257228208935,1299.955914165163,1326.0740011107468,-7.9482782898532625,7.9482782898532625
Skanderborg Håndbold,Mors-Thy Håndbold,24,27,1326.1080315566978,1311.692422923803,1317.745849331665,1320.0546051488357,-8.362182225032635,8.362182225032635
TMS Ringsted,Lemvig-Thyborøn Håndbold,25,24,1308.7198898376196,1299.8539988114007,1314.4509428683791,1294.1229457806412,5.731053030759522,-5.731053030759522
Århus Håndbold,Aalborg Håndbold,26,38,1326.0740011107468,1450.2137442934713,1320.0395487962166,1456.2481966080015,-6.034452314530229,6.034452314530229
TTH Holstebro,Aalborg Håndbold,28,27,1419.727973552941,1456.2481966080015,1426.221513300266,1449.7546568606765,6.493539747325017,-6.493539747325017
Århus Håndbold,Skanderborg Håndbold,31,32,1320.0395487962166,1317.745849331665,1311.8810146452122,1325.9043834826696,-8.158534151004467,8.158534151004467
GOG Håndbold,Skjern Håndbold,28,25,1501.5771182598028,1444.4264841177953,1506.496987606217,1439.506614771381,4.919869346414274,-4.919869346414274
TTH Holstebro,Bjerringbro-Silkeborg,24,27,1426.221513300266,1464.7942584426505,1418.749535418658,1472.2662363242584,-7.471977881607941,7.471977881607941
Århus Håndbold,Skjern Håndbold,23,24,1311.8810146452122,1439.506614771381,1305.905124727332,1445.4825046892613,-5.975889917880364,5.975889917880364
Bjerringbro-Silkeborg,Århus Håndbold,38,26,1472.2662363242584,1305.905124727332,1475.3513696494301,1302.8199914021602,3.0851333251716344,-3.0851333251716344
Skjern Håndbold,Skanderborg Håndbold,25,27,1445.4825046892613,1325.9043834826696,1435.3535922529907,1336.0332959189402,-10.128912436270742,10.128912436270742
GOG Håndbold,SønderjyskE Herrer,30,33,1506.496987606217,1291.505395563746,1494.7651288599036,1303.2372543100596,-11.731858746313513,11.731858746313513
Ribe-Esbjerg HH,Nordsjælland Håndbold,24,24,1299.955914165163,1315.8551422705282,1299.1030211973332,1316.708035238358,-0.8528929678298656,0.8528929678298656
TMS Ringsted,Aalborg Håndbold,22,31,1314.4509428683791,1449.7546568606765,1308.6040452634497,1455.601554465606,-5.846897604929405,5.846897604929404
Aalborg Håndbold,SønderjyskE Herrer,29,24,1455.601554465606,1303.2372543100596,1458.9218342229926,1299.9169745526729,3.320279757386822,-3.320279757386822
Bjerringbro-Silkeborg,Nordsjælland Håndbold,25,25,1475.3513696494301,1316.708035238358,1471.5661616313241,1320.493243256464,-3.785208018106013,3.785208018106013
Lemvig-Thyborøn Håndbold,KIF Kolding,31,31,1294.1229457806412,1282.4150345126316,1292.8062528713385,1283.7317274219342,-1.3166929093025628,1.3166929093025628
SønderjyskE Herrer,Nordsjælland Håndbold,24,21,1299.9169745526729,1320.493243256464,1306.1426558668966,1314.2675619422403,6.22568131422369,-6.22568131422369
KIF Kolding,Nordsjælland Håndbold,24,26,1283.7317274219342,1314.2675619422403,1276.1247294418754,1321.874559922299,-7.606997980058859,7.606997980058859
Nordsjælland Håndbold,Ribe-Esbjerg HH,25,29,1321.874559922299,1299.1030211973332,1313.3719980717196,1307.6055830479127,-8.502561850579427,8.502561850579427
Lemvig-Thyborøn Håndbold,KIF Kolding,28,26,1292.8062528713385,1276.1247294418754,1298.4060032777236,1270.5249790354903,5.599750406385018,-5.599750406385018
Ribe-Esbjerg HH,Mors-Thy Håndbold,25,24,1307.6055830479127,1320.0546051488357,1313.6947266192083,1313.96546157754,6.089143571295507,-6.089143571295507
Aalborg Håndbold,Skanderborg Håndbold,25,29,1458.9218342229926,1336.0332959189402,1448.7373067794845,1346.2178233624484,-10.184527443508081,10.184527443508081
Bjerringbro-Silkeborg,Ribe-Esbjerg HH,26,30,1471.5661616313241,1313.6947266192083,1460.7939215231206,1324.4669667274118,-10.772240108203546,10.772240108203546
GOG Håndbold,TMS Ringsted,27,24,1494.7651288599036,1308.6040452634497,1497.5176226554831,1305.8515514678702,2.7524937955795736,-2.7524937955795736
Lemvig-Thyborøn Håndbold,SønderjyskE Herrer,30,27,1298.4060032777236,1306.1426558668966,1304.4159790412216,1300.1326801033986,6.0099757634981055,-6.0099757634981055
Mors-Thy Håndbold,Skjern Håndbold,26,33,1313.96546157754,1435.3535922529907,1307.8847821728875,1441.4342716576432,-6.080679404652431,6.080679404652431
TTH Holstebro,Nordsjælland Håndbold,28,28,1418.749535418658,1313.3719980717196,1415.8591927912296,1316.2623406991481,-2.890342627428567,2.890342627428567
Århus Håndbold,KIF Kolding,28,21,1302.8199914021602,1270.5249790354903,1308.1574351944003,1265.1875352432503,5.337443792239945,-5.337443792239945
Bjerringbro-Silkeborg,TTH Holstebro,33,37,1460.7939215231206,1415.8591927912296,1451.9190180804248,1424.7340962339254,-8.87490344269577,8.87490344269577
Skjern Håndbold,Bjerringbro-Silkeborg,32,28,1441.4342716576432,1451.9190180804248,1447.490415397546,1445.862874340522,6.056143739902732,-6.056143739902732
KIF Kolding,Århus Håndbold,25,31,1265.1875352432503,1308.1574351944003,1257.7894295624296,1315.555540875221,-7.398105680820681,7.398105680820681
Nordsjælland Håndbold,TTH Holstebro,31,32,1316.2623406991481,1424.7340962339254,1309.9646661921324,1431.031770740941,-6.297674507015744,6.297674507015744
Ribe-Esbjerg HH,Bjerringbro-Silkeborg,31,32,1324.4669667274118,1445.862874340522,1318.386417975312,1451.9434230926217,-6.080548752099749,6.080548752099748
Skjern Håndbold,Mors-Thy Håndbold,27,24,1447.490415397546,1307.8847821728875,1451.0250407593717,1304.3501568110619,3.534625361825736,-3.534625361825736
SønderjyskE Herrer,Lemvig-Thyborøn Håndbold,30,21,1300.1326801033986,1304.4159790412216,1306.084639525554,1298.4640196190662,5.951959422155426,-5.951959422155426
TMS Ringsted,GOG Håndbold,20,28,1305.8515514678702,1497.5176226554831,1300.9515414638222,1502.4176326595311,-4.900010004048103,4.900010004048102
KIF Kolding,Ribe-Esbjerg HH,20,24,1257.7894295624296,1318.386417975312,1250.6874589677661,1325.4883885699755,-7.101970594663576,7.101970594663576
Skanderborg Håndbold,TMS Ringsted,33,22,1346.2178233624484,1300.9515414638222,1351.3373498265514,1295.8320149997191,5.11952646410308,-5.11952646410308
GOG Håndbold,Lemvig-Thyborøn Håndbold,28,24,1502.4176326595311,1298.4640196190662,1504.8712119604513,1296.010440318146,2.4535793009201883,-2.4535793009201883
Skjern Håndbold,Århus Håndbold,36,28,1451.0250407593717,1315.555540875221,1454.6291531613178,1311.9514284732747,3.6041124019462663,-3.6041124019462663
Århus Håndbold,GOG Håndbold,26,30,1311.9514284732747,1504.8712119604513,1307.0724808358593,1509.7501595978667,-4.878947637415434,4.878947637415435
Aalborg Håndbold,KIF Kolding,28,25,1448.7373067794845,1250.6874589677661,1451.2900693362476,1248.134696411003,2.552762556763132,-2.552762556763132
Bjerringbro-Silkeborg,Skanderborg Håndbold,29,26,1451.9434230926217,1351.3373498265514,1456.1332410617517,1347.1475318574214,4.189817969130019,-4.189817969130019
GOG Håndbold,Ribe-Esbjerg HH,32,28,1509.7501595978667,1325.4883885699755,1512.534561844598,1322.7039863232442,2.7844022467314273,-2.7844022467314273
Lemvig-Thyborøn Håndbold,Århus Håndbold,26,32,1296.010440318146,1307.0724808358593,1288.0762825988436,1315.0066385551618,-7.9341577193024175,7.9341577193024175
Mors-Thy Håndbold,Nordsjælland Håndbold,29,25,1304.3501568110619,1309.9646661921324,1310.3244805686638,1303.9903424345305,5.974323757601985,-5.974323757601985
Skjern Håndbold,TMS Ringsted,36,31,1454.6291531613178,1295.8320149997191,1457.841361240203,1292.619806920834,3.2122080788851424,-3.2122080788851424
TTH Holstebro,SønderjyskE Herrer,30,30,1431.031770740941,1306.084639525554,1427.8126589365224,1309.3037513299723,-3.219111804418503,3.219111804418503
Skjern Håndbold,Aalborg Håndbold,35,28,1457.841361240203,1451.2900693362476,1463.6112995362166,1445.520131040234,5.769938296013549,-5.769938296013549
GOG Håndbold,Aalborg Håndbold,31,32,1512.534561844598,1445.520131040234,1503.2887194070847,1454.7659734777474,-9.245842437513318,9.245842437513318
Skanderborg Håndbold,Aalborg Håndbold,26,30,1347.1475318574214,1454.7659734777474,1340.8355216766429,1461.077983658526,-6.312010180778525,6.312010180778525
Lemvig-Thyborøn Håndbold,GOG Håndbold,23,35,1288.0762825988436,1503.2887194070847,1283.571851537222,1507.7931504687062,-4.50443106162155,4.50443106162155
KIF Kolding,Bjerringbro-Silkeborg,27,27,1248.134696411003,1456.1332410617517,1250.5090719611355,1453.7588655116192,2.374375550132578,-2.374375550132578
Lemvig-Thyborøn Håndbold,Aalborg Håndbold,23,33,1283.571851537222,1461.077983658526,1278.43395455686,1466.215880638888,-5.137896980362096,5.137896980362096
Nordsjælland Håndbold,Skjern Håndbold,22,26,1303.9903424345305,1463.6112995362166,1298.5519745138388,1469.0496674569083,-5.4383679206916735,5.4383679206916735
TMS Ringsted,Skanderborg Håndbold,23,27,1292.619806920834,1340.8355216766429,1285.3098309287316,1348.1454976687453,-7.309975992102411,7.309975992102411
Skjern Håndbold,Nordsjælland Håndbold,36,22,1469.0496674569083,1298.5519745138388,1472.0653062154647,1295.5363357552824,3.015638758556431,-3.015638758556431
Skanderborg Håndbold,GOG Håndbold,32,30,1348.1454976687453,1507.7931504687062,1356.7075782357847,1499.2310699016668,8.562080567039342,-8.562080567039342
SønderjyskE Herrer,TTH Holstebro,29,28,1309.3037513299723,1427.8126589365224,1317.1747009777623,1419.9417092887325,7.870949647790042,-7.870949647790042
Århus Håndbold,Bjerringbro-Silkeborg,31,25,1315.0066385551618,1453.7588655116192,1323.2176759680303,1445.5478280987506,8.211037412868485,-8.211037412868485
Århus Håndbold,TTH Holstebro,31,31,1323.2176759680303,1419.9417092887325,1323.7226397278182,1419.4367455289446,0.5049637597877951,-0.5049637597877958
GOG Håndbold,Mors-Thy Håndbold,31,26,1499.2310699016668,1310.3244805686638,1501.9374392008724,1307.6181112694583,2.7063692992055497,-2.7063692992055497
Nordsjælland Håndbold,Aalborg Håndbold,25,29,1295.5363357552824,1466.215880638888,1290.283752109327,1471.4684642848433,-5.252583645955427,5.252583645955428
Ribe-Esbjerg HH,TTH Holstebro,28,25,1322.7039863232442,1419.4367455289446,1330.2090966778999,1411.9316351742889,7.505110354655766,-7.505110354655766
TMS Ringsted,KIF Kolding,25,26,1285.3098309287316,1250.5090719611355,1276.605178178076,1259.2137247117912,-8.704652750655614,8.704652750655614
Ribe-Esbjerg HH,KIF Kolding,22,20,1330.2090966778999,1259.2137247117912,1334.8963744288692,1254.5264469608219,4.687277750969374,-4.687277750969374
Aalborg Håndbold,Lemvig-Thyborøn Håndbold,36,29,1471.4684642848433,1278.43395455686,1474.1054845214132,1275.7969343202901,2.6370202365698807,-2.6370202365698807
Bjerringbro-Silkeborg,KIF Kolding,33,30,1445.5478280987506,1254.5264469608219,1448.2186688956335,1251.855606163939,2.6708407968827963,-2.6708407968827963
Mors-Thy Håndbold,SønderjyskE Herrer,23,25,1307.6181112694583,1317.1747009777623,1299.6586619765578,1325.1341502706628,-7.9594492929004925,7.9594492929004925
Bjerringbro-Silkeborg,Skjern Håndbold,29,33,1448.2186688956335,1472.0653062154647,1440.4992924026067,1479.7846827084916,-7.719376493026837,7.719376493026837
KIF Kolding,TMS Ringsted,29,27,1251.855606163939,1276.605178178076,1258.1513989737764,1270.3093853682385,6.295792809837499,-6.295792809837499
Mors-Thy Håndbold,GOG Håndbold,25,30,1299.6586619765578,1501.9374392008724,1294.9369454339262,1506.659155743504,-4.721716542631516,4.721716542631517
Ribe-Esbjerg HH,TMS Ringsted,27,25,1334.8963744288692,1270.3093853682385,1339.6913130126507,1265.514446784457,4.794938583781405,-4.794938583781405
SønderjyskE Herrer,Mors-Thy Håndbold,27,30,1325.1341502706628,1294.9369454339262,1316.5068372294056,1303.5642584751834,-8.627313041257175,8.627313041257175
Skjern Håndbold,Bjerringbro-Silkeborg,33,26,1479.7846827084916,1440.4992924026067,1485.0046881513526,1435.2792869597456,5.220005442861133,-5.220005442861133
SønderjyskE Herrer,Århus Håndbold,27,28,1316.5068372294056,1323.7226397278182,1308.508062711379,1331.721414245845,-7.99877451802667,7.99877451802667
Mors-Thy Håndbold,Aalborg Håndbold,25,27,1303.5642584751834,1474.1054845214132,1298.30935107276,1479.3603919238367,-5.254907402423338,5.254907402423339
GOG Håndbold,Skanderborg Håndbold,27,30,1506.659155743504,1356.7075782357847,1496.0199692413744,1367.3467647379143,-10.639186502129684,10.639186502129684
Aalborg Håndbold,GOG Håndbold,38,32,1479.3603919238367,1496.0199692413744,1485.5202728227714,1489.8600883424397,6.159880898934633,-6.159880898934633
Lemvig-Thyborøn Håndbold,Skanderborg Håndbold,25,29,1275.7969343202901,1367.3467647379143,1269.2149714713062,1373.9287275868983,-6.581962848983914,6.581962848983914
TTH Holstebro,Ribe-Esbjerg HH,34,24,1411.9316351742889,1339.6913130126507,1416.5979977619734,1335.0249504249662,4.666362587684477,-4.666362587684477
SønderjyskE Herrer,Skanderborg Håndbold,27,32,1308.508062711379,1373.9287275868983,1301.4871298812877,1380.9496604169894,-7.020932830091276,7.020932830091276
Århus Håndbold,Nordsjælland Håndbold,30,25,1331.721414245845,1290.283752109327,1336.9052615219514,1285.0999048332205,5.183847276106498,-5.183847276106498
Lemvig-Thyborøn Håndbold,Århus Håndbold,19,26,1269.2149714713062,1336.9052615219514,1262.2321683441571,1343.8880646491004,-6.982803127149161,6.982803127149161
Skanderborg Håndbold,Fredericia Håndboldklub,37,25,1380.9496604169894,1350.0,1386.309706121984,1344.6399542950055,5.360045704994576,-5.360045704994576
Fredericia Håndboldklub,Århus Håndbold,31,29,1344.6399542950055,1343.8880646491004,1350.5073225489543,1338.0206963951516,5.867368253948794,-5.867368253948794
Nordsjælland Håndbold,Fredericia Håndboldklub,25,25,1285.0999048332205,1350.5073225489543,1285.078749450845,1350.52847793133,-0.021155382375673604,0.021155382375673604
Aalborg Håndbold,Mors-Thy Håndbold,27,25,1485.5202728227714,1298.30935107276,1488.2551293373713,1295.57449455816,2.734856514599806,-2.734856514599806
Mors-Thy Håndbold,GOG Håndbold,23,29,1295.57449455816,1489.8600883424397,1290.718492533736,1494.7160903668637,-4.856002024424103,4.856002024424102
Ribe-Esbjerg HH,Bjerringbro-Silkeborg,30,26,1335.0249504249662,1435.2792869597456,1342.5892232787505,1427.7150141059612,7.564272853784294,-7.564272853784294
KIF Kolding,GOG,25,28,1276.7844424631573,2050.098956926044,1276.7844424631573,2050.098956926044,0.0,0.0
Skjern Håndbold,TTH Holstebro,33,36,1485.0046881513526,1416.5979977619734,1475.735455752811,1425.867230160515,-9.269232398541572,9.269232398541572
GOG,Ribe-Esbjerg HH,36,28,2057.2560607373853,1350.220785916784,2057.2560607373853,1350.220785916784,0.0,0.0
Aalborg Håndbold,TTH Holstebro,23,21,1488.2551293373713,1425.867230160515,1493.0870126312002,1421.035346866686,4.831883293828814,-4.831883293828814
Århus Håndbold,Lemvig-Thyborøn Håndbold,25,26,1338.0206963951516,1262.2321683441571,1328.6274491238948,1271.6254156154139,-9.393247271256708,9.393247271256708
Århus Håndbold,Aalborg Håndbold,28,31,1328.6274491238948,1493.0870126312002,1323.2703697908175,1498.4440919642775,-5.357079333077271,5.35707933307727
Mors-Thy Håndbold,KIF Kolding,28,32,1290.718492533736,1276.7844424631573,1282.3644004925502,1285.1385345043432,-8.354092041185723,8.354092041185723
Bjerringbro-Silkeborg,Nordsjælland Håndbold,31,29,1427.7150141059612,1285.078749450845,1431.1987248597552,1281.595038697051,3.4837107537940466,-3.4837107537940466
Skjern Håndbold,Aalborg Håndbold,28,30,1475.735455752811,1498.4440919642775,1467.9969608411636,1506.182586875925,-7.738494911647365,7.738494911647365
TTH Holstebro,Lemvig-Thyborøn Håndbold,27,21,1421.035346866686,1271.6254156154139,1424.4052600216646,1268.2555024604353,3.3699131549786276,-3.3699131549786276
Aalborg Håndbold,Århus Håndbold,28,26,1506.182586875925,1323.2703697908175,1508.9896616288952,1320.4632950378473,2.807074752970195,-2.807074752970195
Bjerringbro-Silkeborg,Lemvig-Thyborøn Håndbold,31,30,1431.1987248597552,1268.2555024604353,1434.3412787234465,1265.112948596744,3.1425538636914245,-3.1425538636914245
KIF Kolding,SønderjyskE Herrer,24,33,1285.1385345043432,1301.4871298812877,1277.2931909066758,1309.332473478955,-7.845343597667331,7.845343597667331
Bjerringbro-Silkeborg,Ribe-Esbjerg HH,26,27,1434.3412787234465,1350.220785916784,1424.8080544442946,1359.754010195936,-9.53322427915193,9.53322427915193
Lemvig-Thyborøn Håndbold,Bjerringbro-Silkeborg,35,31,1265.112948596744,1424.8080544442946,1273.6758263749828,1416.2451766660558,8.56287777823885,-8.56287777823885
Fredericia Håndboldklub,Nordsjælland Håndbold,33,26,1350.52847793133,1281.595038697051,1355.250396152194,1276.8731204761868,4.721918220864114,-4.721918220864114
Mors-Thy Håndbold,Skanderborg Håndbold,22,37,1282.3644004925502,1386.309706121984,1275.9906816271248,1392.6834249874094,-6.373718865425514,6.373718865425515
GOG,Mors-Thy Håndbold,26,25,2067.6185681595002,1291.916949324792,2067.6185681595002,1291.916949324792,0.0,0.0
Nordsjælland Håndbold,Skanderborg Håndbold,29,30,1276.8731204761868,1392.6834249874094,1270.6987335919753,1398.857811871621,-6.174386884211462,6.174386884211462
KIF Kolding,Mors-Thy Håndbold,27,38,1277.2931909066758,1291.916949324792,1269.4188700481002,1299.7912701833677,-7.874320858575648,7.874320858575648
TTH Holstebro,Skjern Håndbold,22,22,1424.4052600216646,1467.9969608411636,1424.0176005954322,1468.384620267396,-0.3876594262324169,0.3876594262324169
GOG,Skjern Håndbold,28,27,2079.244833209035,1487.9201438912569,2079.244833209035,1487.9201438912569,0.0,0.0
Fredericia Håndboldklub,Ribe-Esbjerg HH,29,29,1355.250396152194,1359.754010195936,1354.2060568681288,1360.7983494800012,-1.0443392840651367,1.0443392840651367
Skanderborg Håndbold,Nordsjælland Håndbold,29,24,1398.857811871621,1270.6987335919753,1402.584739356523,1266.9718061070732,3.7269274849019522,-3.7269274849019522
Aalborg Håndbold,Fredericia Håndboldklub,29,24,1508.9896616288952,1354.2060568681288,1512.2692970689143,1350.9264214281097,3.2796354400191254,-3.2796354400191254
GOG,SønderjyskE Herrer,24,30,2088.5109777275466,1326.4610235765597,2074.5109777275466,1340.4610235765597,-14.0,14.0
Ribe-Esbjerg HH,Århus Håndbold,27,30,1360.7983494800012,1320.4632950378473,1352.000720565373,1329.2609239524754,-8.797628914628186,8.797628914628186
Ribe-Esbjerg HH,Fredericia Håndboldklub,28,28,1352.000720565373,1350.9264214281097,1350.862672339867,1352.0644696536158,-1.138048225506024,1.138048225506024
SønderjyskE Herrer,KIF Kolding,36,23,1340.4610235765597,1269.4188700481002,1345.1475153972815,1264.7323782273784,4.68649182072188,-4.68649182072188
Skanderborg Håndbold,SønderjyskE Herrer,30,26,1402.584739356523,1345.1475153972815,1407.4997939940076,1340.2324607597968,4.915054637484743,-4.915054637484743
KIF Kolding,Ribe-Esbjerg HH,28,26,1264.7323782273784,1350.862672339867,1272.0593671684683,1343.535683398777,7.326988941089808,-7.326988941089808
Skanderborg Håndbold,Lemvig-Thyborøn Håndbold,24,19,1407.4997939940076,1273.6758263749828,1411.131551338008,1270.0440690309824,3.6317573440003814,-3.6317573440003814
Fredericia Håndboldklub,SønderjyskE Herrer,35,38,1352.0644696536158,1340.2324607597968,1343.7456919041997,1348.551238509213,-8.31877774941616,8.31877774941616
TTH Holstebro,Århus Håndbold,35,31,1424.0176005954322,1329.2609239524754,1428.3056884278305,1324.972836120077,4.288087832398325,-4.288087832398325
Aalborg Håndbold,Skanderborg Håndbold,26,26,1512.2692970689143,1411.131551338008,1509.4501829406352,1413.950665466287,-2.819114128279227,2.819114128279227
GOG Håndbold,Århus Håndbold,33,30,1494.7160903668637,1324.972836120077,1497.7444036955176,1321.9445227914232,3.0283133286539847,-3.0283133286539847
Bjerringbro-Silkeborg,Skjern Håndbold,26,27,1416.2451766660558,1487.9201438912569,1409.3293161154393,1494.8360044418735,-6.915860550616624,6.915860550616624
Nordsjælland Håndbold,Mors-Thy Håndbold,24,30,1266.9718061070732,1299.7912701833677,1259.403173103555,1307.359903186886,-7.568633003518254,7.568633003518254
Århus Håndbold,TTH Holstebro,25,29,1321.9445227914232,1428.3056884278305,1315.6113903741148,1434.638820845139,-6.333132417308358,6.333132417308358
Århus Håndbold,Skjern Håndbold,29,33,1315.6113903741148,1494.8360044418735,1310.5023638904531,1499.945030925535,-5.109026483661655,5.109026483661655
Fredericia Håndboldklub,Aalborg Håndbold,31,33,1343.7456919041997,1509.4501829406352,1338.4095273536118,1514.786347491223,-5.336164550587886,5.336164550587886
Aalborg Håndbold,Bjerringbro-Silkeborg,32,26,1514.786347491223,1409.3293161154393,1518.8946693641099,1405.2209942425525,4.108321872886832,-4.108321872886832
TTH Holstebro,GOG,33,23,1454.9372249661844,2091.595061989591,1468.9372249661844,2077.595061989591,14.0,-14.0
SønderjyskE Herrer,GOG,25,33,1367.5165147698235,2087.9955068542313,1367.5165147698235,2087.9955068542313,0.0,0.0
KIF Kolding,Lemvig-Thyborøn Håndbold,23,23,1272.0593671684683,1270.0440690309824,1270.9055101597585,1271.1979260396922,-1.153857008709763,1.153857008709763
Nordsjælland Håndbold,SønderjyskE Herrer,23,29,1259.403173103555,1367.5165147698235,1253.0994772435483,1373.8202106298302,-6.30369586000669,6.303695860006691
Skjern Håndbold,Fredericia Håndboldklub,29,25,1499.945030925535,1338.4095273536118,1503.1112344655269,1335.24332381362,3.1662035399916877,-3.1662035399916877
Nordsjælland Håndbold,TTH Holstebro,22,36,1253.0994772435483,1468.9372249661844,1248.6055514052887,1473.431150804444,-4.493925838259715,4.493925838259715
Skjern Håndbold,Ribe-Esbjerg HH,27,29,1503.1112344655269,1343.535683398777,1492.3103652076054,1354.3365526566986,-10.800869257921397,10.800869257921397
SønderjyskE Herrer,Mors-Thy Håndbold,26,24,1373.8202106298302,1307.359903186886,1378.5836774647887,1302.5964363519274,4.763466834958536,-4.763466834958536
Skjern Håndbold,KIF Kolding,31,26,1492.3103652076054,1270.9055101597585,1494.4707636428016,1268.7451117245623,2.1603984351961723,-2.1603984351961723
Fredericia Håndboldklub,Skjern Håndbold,29,33,1335.24332381362,1494.4707636428016,1329.7983448027503,1499.9157426536713,-5.444979010869751,5.444979010869751
Lemvig-Thyborøn Håndbold,KIF Kolding,29,32,1271.1979260396922,1268.7451117245623,1263.036718759198,1276.9063190050565,-8.161207280494184,8.161207280494184
Mors-Thy Håndbold,Ribe-Esbjerg HH,22,23,1302.5964363519274,1354.3365526566986,1295.3456703058475,1361.5873187027785,-7.250766046079844,7.250766046079844
Skanderborg Håndbold,Aalborg Håndbold,30,30,1413.950665466287,1518.8946693641099,1414.5937247317704,1518.2516100986265,0.6430592654834215,-0.6430592654834215
SønderjyskE Herrer,Nordsjælland Håndbold,26,28,1378.5836774647887,1248.6055514052887,1368.2800449469892,1258.9091839230882,-10.3036325177996,10.3036325177996
TTH Holstebro,Bjerringbro-Silkeborg,26,26,1473.431150804444,1405.2209942425525,1471.1652201742043,1407.4869248727923,-2.2659306302397804,2.2659306302397804
Århus Håndbold,GOG,20,27,1328.562393019571,2098.9909596837133,1328.562393019571,2098.9909596837133,0.0,0.0
Ribe-Esbjerg HH,SønderjyskE Herrer,30,24,1361.5873187027785,1368.2800449469892,1367.5797565036812,1362.2876071460864,5.992437800902739,-5.992437800902739
Lemvig-Thyborøn Håndbold,Skanderborg Håndbold,28,28,1263.036718759198,1414.5937247317704,1264.4628764595373,1413.1675670314312,1.426157700339215,-1.426157700339215
Mors-Thy Håndbold,Nordsjælland Håndbold,33,28,1295.3456703058475,1258.9091839230882,1300.6135373346171,1253.6413168943186,5.2678670287696425,-5.2678670287696425
Ribe-Esbjerg HH,KIF Kolding,26,26,1367.5797565036812,1276.9063190050565,1364.9364427537043,1279.5496327550334,-2.643313749976895,2.643313749976895
Ribe-Esbjerg HH,Mors-Thy Håndbold,27,22,1364.9364427537043,1300.6135373346171,1369.7358179426637,1295.8141621456577,4.799375188959334,-4.799375188959334
Lemvig-Thyborøn Håndbold,Fredericia Håndboldklub,25,25,1264.4628764595373,1329.7983448027503,1264.4405123277033,1329.8207089345842,-0.022364131834021306,0.022364131834021306
Aalborg Håndbold,SønderjyskE Herrer,28,23,1518.2516100986265,1362.2876071460864,1521.5114148490238,1359.0278023956892,3.2598047503973255,-3.2598047503973255
Skjern Håndbold,Mors-Thy Håndbold,24,27,1499.9157426536713,1295.8141621456577,1488.3668361011366,1307.3630686981924,-11.548906552534627,11.548906552534627
Skjern Håndbold,Bjerringbro-Silkeborg,25,28,1488.3668361011366,1407.4869248727923,1478.8880535925005,1416.9657073814285,-9.478782508636185,9.478782508636185
Nordsjælland Håndbold,KIF Kolding,29,30,1253.6413168943186,1279.5496327550334,1245.9565766007786,1287.2343730485734,-7.684740293539993,7.684740293539993
Bjerringbro-Silkeborg,TTH Holstebro,29,29,1416.9657073814285,1471.1652201742043,1416.7562591963472,1471.3746683592856,-0.20944818508136764,0.20944818508136764
Skanderborg Håndbold,Århus Håndbold,24,33,1413.1675670314312,1328.562393019571,1403.626200108032,1338.10375994297,-9.541366923399254,9.541366923399254
Skanderborg Håndbold,Ribe-Esbjerg HH,30,27,1403.626200108032,1369.7358179426637,1408.936841687654,1364.4251763630418,5.310641579621814,-5.310641579621814
GOG,Bjerringbro-Silkeborg,32,29,2111.3498133207013,1431.4663746307742,2111.3498133207013,1431.4663746307742,0.0,0.0
Lemvig-Thyborøn Håndbold,Nordsjælland Håndbold,25,27,1264.4405123277033,1245.9565766007786,1256.009982207491,1254.387106720991,-8.430530120212335,8.430530120212335
SønderjyskE Herrer,Aalborg Håndbold,22,29,1359.0278023956892,1521.5114148490238,1353.637527084905,1526.901690159808,-5.390275310783978,5.390275310783979
Skanderborg Håndbold,TTH Holstebro,29,26,1408.936841687654,1471.3746683592856,1415.8657971757373,1464.4457128712022,6.928955488083412,-6.928955488083412
Mors-Thy Håndbold,Skjern Håndbold,28,25,1307.3630686981924,1478.8880535925005,1316.1246884444167,1470.126433846276,8.761619746224374,-8.761619746224374
GOG,Fredericia Håndboldklub,39,36,2131.673366223255,1357.7092902026243,2131.673366223255,1357.7092902026243,0.0,0.0
Nordsjælland Håndbold,Aalborg Håndbold,25,32,1254.387106720991,1526.901690159808,1250.845351722763,1530.4434451580357,-3.5417549982278755,3.5417549982278755
Skjern Håndbold,SønderjyskE Herrer,30,25,1470.126433846276,1353.637527084905,1474.0494202126852,1349.714540718496,3.922986366408967,-3.922986366408967
TTH Holstebro,KIF Kolding,38,30,1464.4457128712022,1287.2343730485734,1467.348562362182,1284.3315235575935,2.902849490979835,-2.902849490979835
SønderjyskE Herrer,Lemvig-Thyborøn Håndbold,18,26,1349.714540718496,1256.009982207491,1340.0203041355112,1265.7042187904758,-9.694236582984884,9.694236582984884
Fredericia Håndboldklub,Bjerringbro-Silkeborg,32,36,1357.7092902026243,1431.4663746307742,1350.8284092210172,1438.3472556123813,-6.880880981607081,6.880880981607081
KIF Kolding,Århus Håndbold,23,27,1284.3315235575935,1338.10375994297,1277.1148971288678,1345.3203863716958,-7.216626428725673,7.216626428725673
