home_team,away_team,home_score,away_score,home_rating_before,away_rating_before,home_rating_after,away_rating_after,home_change,away_change
SAH - Skjern Håndbold,SKH,22,26,1360.1824545989216,3000.0,1360.1824545989216,3000.0,0.0,0.0
TMS Ringsted,TTH Holstebro,28,29,1374.5981754589163,1485.0339470995573,1368.3334964224791,1491.2986261359945,-6.264679036437233,6.264679036437233
KIF Kolding,Fredericia Håndboldklub,26,27,1542.4713563835987,1607.9742451738189,1535.4518049152744,1614.9937966421433,-7.019551468324302,7.019551468324302
Mors-Thy Håndbold,Aalborg Håndbold,27,33,1524.600513403869,1908.926050099324,1524.600513403869,1908.926050099324,0.0,0.0
Ribe-Esbjerg HH,Bjerringbro-Silkeborg,37,33,1564.4077474472929,1714.5875402385323,1572.8107679661857,1706.1845197196394,8.403020518892822,-8.403020518892822
SAH,SJE,26,26,1906.7791462995538,2999.933904,1913.7791462995538,2992.933904,7.0,-7.0
Aalborg Håndbold,Fredericia Håndboldklub,35,27,1908.926050099324,1614.9937966421433,1908.926050099324,1614.9937966421433,0.0,0.0
TTH Holstebro,SønderjyskE Herrer,24,24,1491.2986261359945,1582.829993479824,1491.7163531073709,1582.4122665084476,0.4177269713763353,-0.4177269713763345
Bjerringbro-Silkeborg,Mors-Thy Håndbold,30,30,1706.1845197196394,1524.600513403869,1702.0139084135344,1528.771124709974,-4.170611306104944,4.170611306104944
Lemvig-Thyborøn Håndbold,Skjern Håndbold,28,28,1371.4482599940752,1716.2259294116247,1376.12052484029,1711.55366456541,4.672264846214832,-4.672264846214832
Nordsjælland Håndbold,Ribe-Esbjerg HH,29,29,1459.8491900148986,1572.8107679661857,1460.6269445244802,1572.033013456604,0.777754509581623,-0.777754509581623
TTH Holstebro,Skive fH,29,24,1491.7163531073709,1355.8296909879916,1495.3134571837652,1352.2325869115973,3.5971040763944284,-3.5971040763944284
Fredericia HK,Ribe-Esbjerg HH,34,25,1421.8869349217246,1572.033013456604,1430.2893890411106,1563.630559337218,8.402454119385975,-8.402454119385975
Fredericia Håndboldklub,Ribe-Esbjerg HH,30,33,1614.9937966421433,1563.630559337218,1606.0108942554205,1572.6134617239409,-8.982902386722744,8.982902386722744
TTH Holstebro,SAH,34,25,1523.4753527575242,1920.9892026148054,1537.4753527575242,1906.9892026148054,14.0,-14.0
Bjerringbro-Silkeborg,GOG,34,32,1720.3175931750816,3000.0,1734.3175931750816,2986.0,14.0,-14.0
Aalborg Håndbold,SAH,31,22,1928.5127124038818,1912.378549651047,1934.1216584696342,1906.7696035852946,5.608946065752376,-5.608946065752376
Aalborg Håndbold,Lemvig-Thyborøn Håndbold,35,28,1934.1216584696342,1376.12052484029,1934.1216584696342,1376.12052484029,0.0,0.0
Fredericia Håndboldklub,Nordsjælland Håndbold,31,26,1606.0108942554205,1460.6269445244802,1609.4484438999407,1457.18939487996,3.437549644520203,-3.437549644520203
GOG,Mors-Thy Håndbold,37,30,2992.2058256975506,1545.421900242315,2992.2058256975506,1545.421900242315,0.0,0.0
KIF Kolding,Skjern Håndbold,30,30,1535.4518049152744,1711.55366456541,1537.2903161573965,1709.7151533232877,1.8385112421222771,-1.8385112421222771
SAH,Bjerringbro-Silkeborg,22,19,1914.3198558218673,1763.5584143903343,1917.6670636058177,1760.211206606384,3.3472077839502448,-3.3472077839502448
SønderjyskE Herrer,TTH Holstebro,34,29,1582.4122665084476,1537.4753527575242,1587.537326357432,1532.3502929085398,5.125059848984486,-5.125059848984486
TMS Ringsted,Ribe-Esbjerg HH,30,27,1368.3334964224791,1572.6134617239409,1377.6453998395436,1563.3015583068764,9.311903417064556,-9.311903417064556
Aalborg Håndbold,TMS Ringsted,36,30,1934.1216584696342,1377.6453998395436,1934.1216584696342,1377.6453998395436,0.0,0.0
KIF Kolding,GOG,25,37,1554.5864245901323,2997.4174512494055,1554.5864245901323,2997.4174512494055,0.0,0.0
Nordsjælland Håndbold,Mors-Thy Håndbold,26,28,1457.18939487996,1545.421900242315,1450.5517009700475,1552.0595941522274,-6.6376939099124375,6.6376939099124375
Nordsjælland Håndbold,Fredericia Håndboldklub,28,33,1450.5517009700475,1609.4484438999407,1445.1011662512697,1614.8989786187185,-5.450534718777796,5.450534718777796
Ribe-Esbjerg HH,Skjern Håndbold,26,32,1563.3015583068764,1709.7151533232877,1557.6413067031522,1715.375404927012,-5.66025160372429,5.66025160372429
SønderjyskE Herrer,Lemvig-Thyborøn Håndbold,31,26,1587.537326357432,1376.12052484029,1589.865524091944,1373.792327105778,2.3281977345120146,-2.3281977345120146
TMS Ringsted,Bjerringbro-Silkeborg,30,25,1377.6453998395436,1760.211206606384,1391.6453998395436,1746.211206606384,14.0,-14.0
TMS Ringsted,Lemvig-Thyborøn Håndbold,28,26,1391.6453998395436,1373.792327105778,1397.2254682176165,1368.2122587277051,5.580068378072736,-5.580068378072736
Lemvig-Thyborøn Håndbold,Aalborg Håndbold,30,30,1368.2122587277051,1934.1216584696342,1375.2122587277051,1927.1216584696342,7.0,-7.0
Ribe-Esbjerg HH,TMS Ringsted,38,27,1557.6413067031522,1397.2254682176165,1560.8263206165952,1394.0404543041734,3.1850139134429996,-3.1850139134429996
Skjern Håndbold,KIF Kolding,25,28,1715.375404927012,1554.5864245901323,1704.5541500573524,1565.4076794597918,-10.821254869659578,10.821254869659578
GOG,Nordsjælland Håndbold,34,32,3000.0,1468.7451137363776,3000.0,1468.7451137363776,0.0,0.0
Bjerringbro-Silkeborg,SAH,27,23,1782.1929279342232,1926.168297421271,1790.4917141416056,1917.8695112138887,8.298786207382403,-8.298786207382403
Mors-Thy Håndbold,GOG,35,35,1564.6514210913058,2999.5513104902534,1571.6514210913058,2992.5513104902534,7.0,-7.0
Skive fH,TTH Holstebro,28,34,1352.2325869115973,1532.3502929085398,1347.1385643723459,1537.4443154477913,-5.094022539251367,5.094022539251367
Aalborg Håndbold,Fredericia HK,31,26,1927.1216584696342,1430.2893890411106,1927.1216584696342,1430.2893890411106,0.0,0.0
Skjern Håndbold,Ribe-Esbjerg HH,31,35,1704.5541500573524,1560.8263206165952,1694.0195225227478,1571.3609481511999,-10.534627534604722,10.534627534604722
SønderjyskE Herrer,Fredericia Håndboldklub,27,31,1589.865524091944,1614.8989786187185,1582.1660861279938,1622.5984165826687,-7.6994379639501895,7.6994379639501895
Fredericia Håndboldklub,SAH,30,26,1630.992998781512,1923.0930186582186,1641.7802791154406,1912.30573832429,10.787280333928672,-10.787280333928672
Ribe-Esbjerg HH,TTH Holstebro,32,29,1571.3609481511999,1537.4443154477913,1576.6711487217826,1532.1341148772085,5.310200570582735,-5.310200570582735
Mors-Thy Håndbold,Ribe-Esbjerg HH,34,30,1571.6514210913058,1576.6711487217826,1577.615752515498,1570.7068172975905,5.964331424192011,-5.964331424192011
Fredericia HK,TMS Ringsted,29,25,1430.2893890411106,1394.0404543041734,1435.56040693753,1388.769436407754,5.271017896419455,-5.271017896419455
GOG,Skjern Håndbold,31,28,3000.0,1712.8497201334267,3000.0,1712.8497201334267,0.0,0.0
Skjern Håndbold,Lemvig-Thyborøn Håndbold,35,27,1712.8497201334267,1375.2122587277051,1712.8497201334267,1375.2122587277051,0.0,0.0
TTH Holstebro,KIF Kolding,38,29,1532.1341148772085,1565.4076794597918,1538.573110762196,1558.9686835748043,6.438995884987399,-6.438995884987399
Lemvig-Thyborøn Håndbold,GOG,34,38,1384.8329380883595,3000.0,1384.8329380883595,3000.0,0.0,0.0
Skjern Håndbold,TMS Ringsted,34,28,1712.8497201334267,1388.769436407754,1712.8497201334267,1388.769436407754,0.0,0.0
SAH,TTH Holstebro,25,19,1917.9304573205015,1565.0216197412824,1917.9304573205015,1565.0216197412824,0.0,0.0
Aalborg Håndbold,Ribe-Esbjerg HH,32,32,1927.1216584696342,1570.7068172975905,1920.1216584696342,1577.7068172975905,-7.0,7.0
Bjerringbro-Silkeborg,Mors-Thy Håndbold,39,24,1790.4917141416056,1577.615752515498,1792.795397986287,1575.3120686708164,2.30368384468139,-2.30368384468139
Mors-Thy Håndbold,Bjerringbro-Silkeborg,31,31,1575.3120686708164,1792.795397986287,1577.8457886033164,1790.2616780537871,2.5337199324999062,-2.5337199324999053
Bjerringbro-Silkeborg,KIF Kolding,29,28,1790.2616780537871,1558.9686835748043,1792.2559557465402,1556.9744058820513,1.9942776927530887,-1.9942776927530887
Mors-Thy Håndbold,SønderjyskE Herrer,33,31,1577.8457886033164,1582.1660861279938,1583.7983696017309,1576.2135051295793,5.9525809984145805,-5.9525809984145805
Nordsjælland Håndbold,Aalborg Håndbold,27,33,1468.7451137363776,1920.1216584696342,1468.7451137363776,1920.1216584696342,0.0,0.0
Aalborg Håndbold,Skjern Håndbold,38,26,1920.1216584696342,1712.8497201334267,1922.519489905586,1710.451888697475,2.397831435951713,-2.397831435951713
Fredericia Håndboldklub,Bjerringbro-Silkeborg,30,26,1641.7802791154406,1792.2559557465402,1650.188270482843,1783.8479643791377,8.407991367402472,-8.407991367402472
GOG,Ribe-Esbjerg HH,26,29,3000.0,1606.2654247362861,2986.0,1620.2654247362861,-14.0,14.0
KIF Kolding,Mors-Thy Håndbold,29,29,1556.9744058820513,1583.7983696017309,1556.305048472542,1584.4677270112402,-0.6693574095093837,0.6693574095093837
SAH,Lemvig-Thyborøn Håndbold,37,24,1923.5011330854363,1391.7639696619822,1923.5011330854363,1391.7639696619822,0.0,0.0
TMS Ringsted,SønderjyskE Herrer,29,28,1388.769436407754,1576.2135051295793,1397.7984967622806,1567.1844447750527,9.029060354526663,-9.029060354526663
Nordsjælland Håndbold,KIF Kolding,33,33,1468.7451137363776,1556.305048472542,1469.0961206399452,1555.9540415689744,0.3510069035675619,-0.35100690356756115
Fredericia HK,Aalborg Håndbold,31,30,1435.56040693753,1922.519489905586,1449.56040693753,1908.519489905586,14.0,-14.0
Ribe-Esbjerg HH,Skjern Håndbold,25,32,1620.2654247362861,1710.451888697475,1613.660557330834,1717.056756102927,-6.60486740545203,6.60486740545203
Ribe-Esbjerg HH,Nordsjælland Håndbold,38,31,1613.660557330834,1469.0961206399452,1617.1118747944272,1465.644803176352,3.451317463593067,-3.451317463593067
TMS Ringsted,SAH,25,24,1419.6167292180774,1931.4985149174427,1433.6167292180774,1917.4985149174427,14.0,-14.0
Fredericia Håndboldklub,Lemvig-Thyborøn Håndbold,28,21,1650.188270482843,1391.7639696619822,1651.7267422290527,1390.2254979157726,1.5384717462095363,-1.5384717462095363
Nordsjælland Håndbold,TTH Holstebro,28,27,1465.644803176352,1565.0216197412824,1473.1943336946429,1557.4720892229916,7.54953051829083,-7.54953051829083
GOG,Aalborg Håndbold,23,33,2994.13667760019,1936.7066788887696,2980.13667760019,1950.7066788887696,-14.0,14.0
Bjerringbro-Silkeborg,Ribe-Esbjerg HH,35,33,1783.8479643791377,1617.1118747944272,1786.9267980741145,1614.0330410994504,3.0788336949768627,-3.0788336949768627
Fredericia Håndboldklub,TMS Ringsted,33,26,1651.7267422290527,1433.6167292180774,1653.9424940104682,1431.4009774366618,2.2157517814156136,-2.2157517814156136
Nordsjælland Håndbold,SønderjyskE Herrer,32,30,1473.1943336946429,1567.1844447750527,1480.6533675607936,1559.725410908902,7.459033866150885,-7.459033866150885
SAH,GOG,27,32,1936.7161185555212,2997.6038235129436,1936.7161185555212,2997.6038235129436,0.0,0.0
GOG,SønderjyskE,29,33,3000.0,1366.423757081939,2986.0,1380.423757081939,-14.0,14.0
Aalborg Håndbold,GOG,30,28,1974.0322279227382,2994.3591675310886,1988.0322279227382,2980.3591675310886,14.0,-14.0
KIF Kolding,TTH Holstebro,28,35,1555.9540415689744,1557.4720892229916,1547.8595447695618,1565.5665860224042,-8.094496799412513,8.094496799412513
SAH,TMS Ringsted,27,29,1943.3563446307817,1448.7462228277448,1929.3563446307817,1462.7462228277448,-14.0,14.0
Fredericia Håndboldklub,Aalborg Håndbold,32,32,1653.9424940104682,1988.0322279227382,1658.4352015401944,1983.539520393012,4.492707529726136,-4.492707529726136
Skjern Håndbold,SønderjyskE Herrer,23,28,1717.056756102927,1559.725410908902,1706.2935895036674,1570.4885775081616,-10.763166599259621,10.763166599259621
Aalborg Håndbold,KIF Kolding,35,31,1983.539520393012,1547.8595447695618,1983.539520393012,1547.8595447695618,0.0,0.0
Lemvig-Thyborøn Håndbold,Mors-Thy Håndbold,21,36,1390.2254979157726,1584.4677270112402,1385.3687673645766,1589.3244575624362,-4.856730551196145,4.856730551196145
Skjern Håndbold,TTH Holstebro,23,24,1706.2935895036674,1565.5665860224042,1695.809375845182,1576.0507996808894,-10.484213658485222,10.484213658485222
Fredericia Håndboldklub,SønderjyskE Herrer,26,23,1658.4352015401944,1570.4885775081616,1662.8376982564562,1566.0860807918998,4.402496716261849,-4.402496716261849
SønderjyskE Herrer,TTH Holstebro,31,28,1566.0860807918998,1576.0507996808894,1572.1334880692348,1570.0033924035545,6.047407277335025,-6.047407277335025
TMS Ringsted,Fredericia HK,28,25,1462.7462228277448,1449.56040693753,1468.4047011207892,1443.9019286444855,5.658478293044389,-5.658478293044389
Aalborg Håndbold,Bjerringbro-Silkeborg,31,31,1983.539520393012,1786.9267980741145,1979.1164266580545,1791.349891809072,-4.4230937349574795,4.4230937349574795
Fredericia HK,GOG,34,24,1455.3123186228017,2984.834881580667,1469.3123186228017,2970.834881580667,14.0,-14.0
Mors-Thy Håndbold,Ribe-Esbjerg HH,26,28,1589.3244575624362,1614.0330410994504,1581.6195617658582,1621.7379368960285,-7.704895796578162,7.704895796578162
Skjern Håndbold,TMS Ringsted,38,24,1695.809375845182,1468.4047011207892,1697.8689773098124,1466.345099656159,2.0596014646302003,-2.0596014646302003
KIF Kolding,Aalborg Håndbold,26,28,1547.8595447695618,1979.1164266580545,1547.8595447695618,1979.1164266580545,0.0,0.0
Mors-Thy Håndbold,Lemvig-Thyborøn Håndbold,27,27,1581.6195617658582,1385.3687673645766,1577.2025484199166,1389.785780710518,-4.417013345941531,4.417013345941531
Ribe-Esbjerg HH,Bjerringbro-Silkeborg,26,32,1621.7379368960285,1791.349891809072,1616.4674177385675,1796.620410966533,-5.270519157460869,5.270519157460869
SAH,Fredericia Håndboldklub,30,27,1937.4194394603583,1676.7306020270985,1938.9198669914795,1675.2301744959773,1.5004275311212358,-1.5004275311212358
Mors-Thy Håndbold,Bjerringbro-Silkeborg,32,30,1577.2025484199166,1796.620410966533,1586.7687685106998,1787.0541908757498,9.566220090783153,-9.566220090783153
SAH,KIF Kolding,25,29,1945.4217637083598,1563.0705295535527,1931.4217637083598,1577.0705295535527,-14.0,14.0
Skjern Håndbold,GOG,33,30,1715.9411920801804,2980.810905520415,1729.9411920801804,2966.810905520415,14.0,-14.0
Bjerringbro-Silkeborg,Nordsjælland Håndbold,34,28,1787.0541908757498,1480.6533675607936,1787.0541908757498,1480.6533675607936,0.0,0.0
Lemvig-Thyborøn Håndbold,Fredericia Håndboldklub,27,27,1389.785780710518,1675.2301744959773,1393.4612465261139,1671.5547086803815,3.675465815595713,-3.6754658155957123
Ribe-Esbjerg HH,KIF Kolding,34,28,1616.4674177385675,1577.0705295535527,1621.6855500170593,1571.8523972750609,5.218132278491749,-5.218132278491749
Skjern Håndbold,SAH,27,27,1744.1264714627705,1939.906150940185,1746.295570077991,1937.7370523249645,2.1690986152205616,-2.1690986152205616
SønderjyskE Herrer,GOG,32,32,1584.6980986384265,2976.8898042094584,1591.6980986384265,2969.8898042094584,7.0,-7.0
TTH Holstebro,TMS Ringsted,34,33,1570.0033924035545,1466.345099656159,1574.1419330853983,1462.2065589743152,4.138540681843755,-4.138540681843755
KIF Kolding,SAH,27,31,1582.8921993768022,1943.228412931791,1580.825847764526,1945.294764544067,-2.0663516122761902,2.066351612276191
SønderjyskE Herrer,Bjerringbro-Silkeborg,19,31,1591.6980986384265,1787.0541908757498,1586.8600809880136,1791.8922085261627,-4.8380176504129695,4.8380176504129695
TMS Ringsted,Nordsjælland Håndbold,27,25,1462.2065589743152,1480.6533675607936,1468.396465358568,1474.4634611765407,6.189906384252838,-6.189906384252838
TTH Holstebro,Aalborg Håndbold,27,35,1574.1419330853983,1979.1164266580545,1574.1419330853983,1979.1164266580545,0.0,0.0
GOG,SAH,31,19,2995.781080016684,1957.3907733484389,2995.781080016684,1957.3907733484389,0.0,0.0
SønderjyskE Herrer,Nordsjælland Håndbold,32,24,1586.8600809880136,1474.4634611765407,1590.8518177751807,1470.4717243893735,3.991736787167255,-3.991736787167255
TMS Ringsted,Fredericia Håndboldklub,23,24,1468.396465358568,1671.5547086803815,1463.6895238463746,1676.261650192575,-4.706941512193536,4.706941512193536
Ribe-Esbjerg HH,Aalborg Håndbold,26,38,1621.6855500170593,1979.1164266580545,1619.570388744628,1981.2315879304858,-2.115161272431282,2.115161272431281
Mors-Thy Håndbold,Aalborg Håndbold,30,35,1586.7687685106998,1981.2315879304858,1586.7687685106998,1981.2315879304858,0.0,0.0
GOG,Fredericia Håndboldklub,34,37,2999.9174531082117,1693.105342048438,2985.9174531082117,1707.105342048438,-14.0,14.0
Lemvig-Thyborøn Håndbold,Nordsjælland Håndbold,32,29,1393.4612465261139,1470.4717243893735,1400.6350225542167,1463.2979483612708,7.173776028102761,-7.173776028102761
Mors-Thy Håndbold,SAH,29,30,1608.8748704422537,1968.8210482501229,1606.801966229426,1970.8939524629507,-2.0729042128277992,2.0729042128277992
TTH Holstebro,Skjern Håndbold,22,26,1574.1419330853983,1746.295570077991,1568.9141141868738,1751.5233889765154,-5.227818898524443,5.227818898524443
TTH Holstebro,Ribe-Esbjerg HH,30,24,1568.9141141868738,1619.570388744628,1575.645139599444,1612.8393633320577,6.731025412570268,-6.731025412570268
Ribe-Esbjerg HH,Lemvig-Thyborøn Håndbold,31,22,1612.8393633320577,1400.6350225542167,1615.15433040699,1398.3200554792843,2.3149670749322695,-2.3149670749322695
Fredericia Håndboldklub,TTH Holstebro,27,24,1707.105342048438,1575.645139599444,1710.7768106472947,1571.9736710005873,3.6714685988569036,-3.6714685988569036
KIF Kolding,Lemvig-Thyborøn Håndbold,29,24,1580.825847764526,1398.3200554792843,1583.639750454134,1395.5061527896764,2.8139026896079384,-2.8139026896079384
Ribe-Esbjerg HH,Aalborg Håndbold,34,33,1615.15433040699,1981.2315879304858,1627.1844283333849,1969.201490004091,12.030097926394728,-12.030097926394728
Skjern Håndbold,Fredericia Håndboldklub,26,30,1751.5233889765154,1710.7768106472947,1742.7188464605845,1719.5813531632257,-8.804542515930908,8.804542515930908
SønderjyskE Herrer,KIF Kolding,24,37,1590.8518177751807,1583.639750454134,1582.610655044187,1591.8809131851276,-8.241162730993587,8.241162730993587
TMS Ringsted,GOG,32,37,1472.9312891007362,2990.735161310899,1472.9312891007362,2990.735161310899,0.0,0.0
TTH Holstebro,Bjerringbro-Silkeborg,28,35,1571.9736710005873,1791.8922085261627,1567.548302431017,1796.317577095733,-4.425368569570335,4.425368569570335
Aalborg Håndbold,Nordsjælland Håndbold,30,28,1969.201490004091,1463.2979483612708,1969.201490004091,1463.2979483612708,0.0,0.0
KIF Kolding,Bjerringbro-Silkeborg,25,25,1591.8809131851276,1796.317577095733,1594.1954491388258,1794.0030411420348,2.3145359536981687,-2.3145359536981687
SønderjyskE Herrer,Mors-Thy Håndbold,34,35,1582.610655044187,1606.801966229426,1574.8970690720992,1614.5155522015139,-7.713585972087988,7.713585972087988
TMS Ringsted,Skjern Håndbold,33,33,1472.9312891007362,1742.7188464605845,1476.3437200643816,1739.306415496939,3.4124309636454497,-3.4124309636454506
Fredericia HK,Skjern Håndbold,28,30,1469.3123186228017,1739.306415496939,1465.7282194502873,1742.8905146694535,-3.5840991725144944,3.5840991725144944
GOG,TMS Ringsted,34,31,3000.0,1489.4894262866865,3000.0,1489.4894262866865,0.0,0.0
Fredericia Håndboldklub,Skjern Håndbold,23,20,1719.5813531632257,1742.8905146694535,1725.8529470765302,1736.6189207561488,6.271593913304628,-6.271593913304628
GOG,TMS Ringsted,36,26,3000.0,1499.5462464860314,3000.0,1499.5462464860314,0.0,0.0
KIF Kolding,SønderjyskE Herrer,27,29,1594.1954491388258,1574.8970690720992,1585.7512363537048,1583.34128185722,-8.444212785121008,8.444212785121008
Nordsjælland Håndbold,Mors-Thy Håndbold,28,30,1463.2979483612708,1614.5155522015139,1457.718404105787,1620.0950964569977,-5.579544255483917,5.579544255483916
Skjern Håndbold,GOG,29,31,1742.1406530275308,3000.0,1742.1406530275308,3000.0,0.0,0.0
KIF Kolding,GOG,23,32,1592.829606583465,2999.9016708389777,1592.829606583465,2999.9016708389777,0.0,0.0
Sønderjyske Herrehåndbold,Bjerringbro-Silkeborg,25,29,1350.0,1794.0030411420348,1350.0,1794.0030411420348,0.0,0.0
GOG,Ribe-Esbjerg HH,37,21,3000.0,1634.2128626133924,3000.0,1634.2128626133924,0.0,0.0
GOG,"Grindsted GIF, Håndbold",32,28,2999.893321307006,1366.2389183649718,2999.893321307006,1366.2389183649718,0.0,0.0
"Grindsted GIF, Håndbold",Bjerringbro-Silkeborg,35,29,1366.2389183649718,1794.0030411420348,1380.2389183649718,1780.0030411420348,14.0,-14.0
"Grindsted GIF, Håndbold",Sønderjyske Herrehåndbold,25,30,1380.2389183649718,1350.0,1371.6109045364403,1358.6280138285315,-8.628013828531527,8.628013828531527
Ribe-Esbjerg HH,Aalborg Håndbold,37,39,1634.2128626133924,1969.201490004091,1631.7206715535563,1971.6936810639272,-2.4921910598362635,2.4921910598362644
SAH – Skanderborg AGF,Bjerringbro-Silkeborg,33,30,1355.0099153527356,1780.0030411420348,1369.0099153527356,1766.0030411420348,14.0,-14.0
Skjern Håndbold,Fredericia Håndbold Klub,27,31,1742.1406530275308,1350.0,1728.1406530275308,1364.0,-14.0,14.0
Sønderjyske Herrehåndbold,Nordsjælland Håndbold,30,26,1358.6280138285315,1457.718404105787,1366.1727323851894,1450.173685549129,7.54471855665789,-7.54471855665789
TTH Holstebro,Mors-Thy Håndbold,31,31,1567.548302431017,1620.0950964569977,1567.3110885706535,1620.3323103173611,-0.23721386036352543,0.23721386036352543
Fredericia Håndbold Klub,SAH – Skanderborg AGF,30,32,1364.0,1369.0099153527356,1355.9641665779259,1377.0457487748097,-8.035833422074043,8.035833422074043
Nordsjælland Håndbold,Aalborg Håndbold,27,29,1450.173685549129,1971.6936810639272,1450.173685549129,1971.6936810639272,0.0,0.0
Skjern Håndbold,TTH Holstebro,25,29,1728.1406530275308,1567.3110885706535,1717.3187163446553,1578.133025253529,-10.821936682875538,10.821936682875538
TMS Ringsted,Grindsted GIF,33,26,1499.5462464860314,1350.0,1502.913869545066,1346.6323769409653,3.3676230590346723,-3.3676230590346723
Aalborg Håndbold,TMS Ringsted,35,32,1971.6936810639272,1502.913869545066,1971.6936810639272,1502.913869545066,0.0,0.0
Aalborg Håndbold,Nordsjælland Håndbold,29,25,1971.6936810639272,1450.173685549129,1971.6936810639272,1450.173685549129,0.0,0.0
Bjerringbro-Silkeborg,Grindsted GIF,30,33,1766.0030411420348,1346.6323769409653,1752.0030411420348,1360.6323769409653,-14.0,14.0
GOG,Mors-Thy Håndbold,27,32,3000.0,1642.5664856672417,2986.0,1656.5664856672417,-14.0,14.0
KIF Kolding,Sønderjyske Herrehåndbold,27,27,1592.829606583465,1366.1727323851894,1587.901771096934,1371.1005678717204,-4.92783548653103,4.92783548653103
SAH – Skanderborg AGF,Fredericia Håndbold Klub,27,32,1377.0457487748097,1355.9641665779259,1368.571578193902,1364.4383371588335,-8.474170580907648,8.474170580907648
Skjern Håndbold,Ribe-Esbjerg HH,39,29,1717.3187163446553,1631.7206715535563,1721.7606691921649,1627.2787187060467,4.441952847509535,-4.441952847509535
TTH Holstebro,TMS Ringsted,39,27,1578.133025253529,1502.913869545066,1582.7493434376267,1498.2975513609683,4.616318184097821,-4.616318184097821
Bjerringbro-Silkeborg,SAH – Skanderborg AGF,29,26,1752.0030411420348,1368.571578193902,1752.0030411420348,1368.571578193902,0.0,0.0
Mors-Thy Håndbold,TTH Holstebro,34,34,1656.5664856672417,1582.7493434376267,1654.2063576777841,1585.1094714270844,-2.360127989457532,2.360127989457532
Ribe-Esbjerg HH,KIF Kolding,27,33,1627.2787187060467,1587.901771096934,1618.4971859862135,1596.6833038167672,-8.781532719833095,8.781532719833095
Aalborg Håndbold,SAH – Skanderborg AGF,28,24,1971.6936810639272,1368.571578193902,1971.6936810639272,1368.571578193902,0.0,0.0
Sønderjyske Herrehåndbold,Skjern Håndbold,25,30,1371.1005678717204,1721.7606691921649,1368.8716575739038,1723.9895794899815,-2.2289102978165336,2.2289102978165336
KIF Kolding,Ribe-Esbjerg HH,22,37,1596.6833038167672,1618.4971859862135,1588.9297770372139,1626.2507127657668,-7.753526779553303,7.753526779553303
Skanderborg AGF,Aalborg Håndbold,30,29,1345.8989842761418,1971.6936810639272,1359.8989842761418,1957.6936810639272,14.0,-14.0
"Grindsted GIF, Håndbold",GOG,30,32,1399.7578307352992,3000.0,1399.7578307352992,3000.0,0.0,0.0
Nordsjælland Håndbold,Sønderjyske Herrehåndbold,35,32,1450.173685549129,1368.8716575739038,1454.6878114791452,1364.3575316438876,4.514125930016217,-4.514125930016217
Ribe-Esbjerg HH,Fredericia Håndbold Klub,26,31,1626.2507127657668,1364.4383371588335,1613.7322648555703,1376.95678506903,-12.51844791019648,12.51844791019648
Aalborg Håndbold,Fredericia Håndbold Klub,32,30,1957.6936810639272,1376.95678506903,1957.6936810639272,1376.95678506903,0.0,0.0
Bjerringbro-Silkeborg,TTH Holstebro,36,27,1752.0030411420348,1585.1094714270844,1755.0792291708237,1582.0332833982955,3.0761880287888324,-3.0761880287888324
Mors-Thy Håndbold,Skjern Håndbold,32,35,1654.2063576777841,1723.9895794899815,1647.258715804229,1730.9372213635365,-6.947641873555086,6.947641873555086
Ribe-Esbjerg HH,Sønderjyske Herrehåndbold,22,25,1613.7322648555703,1364.3575316438876,1601.422769337614,1376.6670271618439,-12.30949551795627,12.30949551795627
Bjerringbro-Silkeborg,GOG,35,23,1764.0950920713967,3000.0,1778.0950920713967,2986.0,14.0,-14.0
TTH Holstebro,Fredericia Håndboldklub,31,25,1582.0332833982955,1725.8529470765302,1590.3294537480897,1717.556776726736,8.296170349794345,-8.296170349794345
TMS Ringsted,Aalborg Håndbold,29,41,1498.2975513609683,1957.6936810639272,1498.2975513609683,1957.6936810639272,0.0,0.0
Mors-Thy Håndbold,Grindsted GIF,39,26,1647.258715804229,1360.6323769409653,1647.258715804229,1360.6323769409653,0.0,0.0
Ribe-Esbjerg HH,SAH – Skanderborg AGF,26,27,1601.422769337614,1368.571578193902,1589.3908693263998,1380.6034782051165,-12.031900011214361,12.031900011214361
GOG,SAH – Skanderborg AGF,35,34,2995.0963665459367,1389.899845327507,2995.0963665459367,1389.899845327507,0.0,0.0
"Grindsted GIF, Håndbold",Nordsjælland Håndbold,24,32,1399.7578307352992,1454.6878114791452,1392.560654411796,1461.8849878026485,-7.1971763235033865,7.1971763235033865
TMS Ringsted,KIF Kolding,33,24,1498.2975513609683,1588.9297770372139,1505.7001727523293,1581.5271556458529,7.402621391360925,-7.402621391360925
SAH – Skanderborg AGF,Aalborg Håndbold,27,29,1389.899845327507,1957.6936810639272,1389.899845327507,1957.6936810639272,0.0,0.0
Skjern Håndbold,Mors-Thy Håndbold,34,30,1730.9372213635365,1647.258715804229,1735.4114224701402,1642.7845146976254,4.474201106603633,-4.474201106603633
Fredericia Håndbold Klub,Skjern Håndbold,29,28,1376.95678506903,1735.4114224701402,1388.8588229773686,1723.5093845618017,11.902037908338649,-11.902037908338649
Fredericia Håndbold Klub,Bjerringbro-Silkeborg,30,21,1388.8588229773686,1778.0950920713967,1402.8588229773686,1764.0950920713967,14.0,-14.0
