player,master_elo,elite_status,primary_position,position_name,is_goalkeeper,position_games,total_actions,momentum_factor,saves,penalty_saves,goals_against,save_percentage
Torbjørn BERGERUD,1253.1,NORMAL,MV,Målvogter,True,6,6,1.005,217,12,429,33.6
Kim SONNE,1252.8,NORMAL,MV,Målvogter,True,15,15,0.999,31,9,120,20.5
Malte EICHHORST,1252.1,NORMAL,MV,Målvogter,True,37,37,1.027,127,7,344,27.0
Peter LUND,1252.1,NORMAL,HF,Højre fløj,False,208,226,1.004,0,0,0,0.0
Sasser SONN,1252.1,NORMAL,ST,Streg,False,51,72,1.007,0,0,0,0.0
Oliver LARSEN,1252.0,NORMAL,MV,Målvogter,True,33,33,1.011,123,5,314,28.1
Lasse NIKOLAJSEN,1251.5,NORMAL,VF,Venstre fløj,False,34,67,1.003,0,0,0,0.0
Simon Ellersgaard BIRKEFELDT,1251.2,NORMAL,HF,Højre fløj,False,48,101,0.997,0,0,0,0.0
Niclas THYSSEN,1250.8,NORMAL,HF,Højre fløj,False,30,56,1.002,0,0,0,0.0
Benjamin HOLM,1250.1,NORMAL,HF,Højre fløj,False,39,76,1.006,0,0,0,0.0
Rickard FRISK,1250.1,NORMAL,MV,Målvogter,True,97,97,1.008,460,23,1161,28.4
Tobias KJÆRGAARD,1250.0,NORMAL,MV,Målvogter,False,2,2,1.0,0,0,0,0.0
Kristian LINDHOLMER,1249.9,NORMAL,MV,Målvogter,False,1,1,1.0,0,0,0,0.0
Robert GUNNARSSON,1249.7,NORMAL,ST,Streg,False,45,73,1.009,0,0,0,0.0
TEST_GOALKEEPER,1249.6,NORMAL,MV,Målvogter,False,1,1,1.0,0,0,0,0.0
Morten TOFT OLSEN,1249.6,NORMAL,HF,Højre fløj,False,35,89,1.0,0,0,0,0.0
Søren HAAGEN,1249.5,NORMAL,MV,Målvogter,True,3,3,0.999,112,3,247,31.2
Magnus NYEGAARD,1249.5,NORMAL,MV,Målvogter,False,1,1,1.0,0,0,0,0.0
Casper SAS,1249.4,NORMAL,VF,Venstre fløj,False,40,79,1.002,0,0,0,0.0
Morten SLUNDT,1249.3,NORMAL,HF,Højre fløj,False,44,65,1.005,0,0,0,0.0
Valdemar HERMANSEN,1249.1,NORMAL,ST,Streg,False,43,67,1.005,0,0,0,0.0
Jonas Capion JØRGENSEN,1249.0,NORMAL,MV,Målvogter,False,2,2,1.0,0,0,0,0.0
Kenneth Bach HANSEN,1249.0,NORMAL,HF,Højre fløj,False,65,74,1.006,0,0,0,0.0
Axel ANDERSSON,1249.0,NORMAL,HF,Højre fløj,False,37,72,1.002,0,0,0,0.0
Rune BERGMANN,1247.9,NORMAL,MV,Målvogter,True,5,5,0.998,4,1,7,36.4
Arnar FREYR ARNARSSON,1247.6,NORMAL,HF,Højre fløj,False,61,108,1.005,0,0,0,0.0
Marcus Midtgaard SØRENSEN,1247.4,NORMAL,HF,Højre fløj,False,75,108,1.0,0,0,0,0.0
Andreas NIELSEN,1247.4,NORMAL,ST,Streg,False,69,134,0.999,0,0,0,0.0
Kristian VUKMAN,1247.1,NORMAL,HF,Højre fløj,False,45,96,1.005,0,0,0,0.0
Magnus HOLPERT,1247.1,NORMAL,HF,Højre fløj,False,40,66,1.006,0,0,0,0.0
Bjarke NYBO,1246.7,NORMAL,HF,Højre fløj,False,35,82,1.007,0,0,0,0.0
Malthe BULL,1246.4,NORMAL,HF,Højre fløj,False,44,47,1.003,0,0,0,0.0
Asbjørn MADSEN,1246.1,NORMAL,HF,Højre fløj,False,63,121,0.999,0,0,0,0.0
Kristian SAEVERÅS,1245.5,NORMAL,MV,Målvogter,True,40,40,1.008,343,12,585,37.0
Anders PETERSEN,1244.4,NORMAL,MV,Målvogter,True,46,46,1.002,355,14,842,29.7
Diogo SILVA,1243.7,NORMAL,HF,Højre fløj,False,53,98,1.007,0,0,0,0.0
Emil LA COUR,1243.4,NORMAL,HF,Højre fløj,False,36,60,1.006,0,0,0,0.0
Joachim HYLDGAARD,1242.7,NORMAL,HF,Højre fløj,False,31,51,1.009,0,0,0,0.0
Jens DOLBERG,1242.3,NORMAL,PL,Playmaker,False,27,68,1.001,0,0,0,0.0
Sebastian BERTELSEN,1242.0,NORMAL,HF,Højre fløj,False,52,54,1.004,0,0,0,0.0
Oliver Sonne WOSNIAK,1241.7,NORMAL,PL,Playmaker,False,23,65,1.002,0,0,0,0.0
Anders FLÆNG,1241.4,NORMAL,HF,Højre fløj,False,41,42,1.0,0,0,0,0.0
Kristian PEDERSEN,1240.7,NORMAL,MV,Målvogter,True,60,60,1.004,72,8,170,29.8
Joakim André HYKKERUD,1240.3,NORMAL,HF,Højre fløj,False,47,78,1.005,0,0,0,0.0
Arnar Birkir HÁLFÁNSSON,1240.2,NORMAL,HF,Højre fløj,False,41,72,1.004,0,0,0,0.0
Søren PEDERSEN,1239.5,NORMAL,MV,Målvogter,True,102,102,0.998,577,30,1259,31.4
Jonas Hald CHRISTENSEN,1239.0,NORMAL,HF,Højre fløj,False,40,64,1.003,0,0,0,0.0
Philip HOLM,1238.7,NORMAL,HF,Højre fløj,False,30,82,1.001,0,0,0,0.0
Thomas KJÆRGAARD,1238.5,NORMAL,HF,Højre fløj,False,48,75,1.002,0,0,0,0.0
Jeppe LARSEN,1237.9,NORMAL,VF,Venstre fløj,False,30,66,0.998,0,0,0,0.0
Assar KAMMENHED,1237.7,NORMAL,HF,Højre fløj,False,65,85,1.004,0,0,0,0.0
Thomas Schultz CLAUSEN,1237.6,NORMAL,HF,Højre fløj,False,35,39,1.005,0,0,0,0.0
Tobias LANTZ,1236.9,NORMAL,MV,Målvogter,True,107,107,0.999,81,6,217,27.2
Frederik BAY,1236.7,NORMAL,VF,Venstre fløj,False,30,46,1.004,0,0,0,0.0
Andreas CORTÉS,1236.6,NORMAL,HF,Højre fløj,False,38,68,1.001,0,0,0,0.0
Jens FREDSGAARD,1236.2,NORMAL,MV,Målvogter,True,37,37,0.999,696,28,1514,31.5
Christoffer LANGERHUUS,1235.9,NORMAL,ST,Streg,False,32,53,1.004,0,0,0,0.0
Pelle BOESEN,1235.8,NORMAL,HF,Højre fløj,False,21,44,1.004,0,0,0,0.0
Jens KVIST,1235.1,NORMAL,HF,Højre fløj,False,48,49,1.004,0,0,0,0.0
Christoffer FORS,1234.1,NORMAL,VF,Venstre fløj,False,21,37,1.008,0,0,0,0.0
Mats GORDON,1233.9,NORMAL,VF,Venstre fløj,False,23,40,1.003,0,0,0,0.0
Tobias BALSBY-PEDERSEN,1232.9,NORMAL,ST,Streg,False,31,49,1.005,0,0,0,0.0
Simon OMME,1232.7,NORMAL,HF,Højre fløj,False,41,42,1.007,0,0,0,0.0
Fabian SANDVEN,1232.6,NORMAL,HF,Højre fløj,False,26,55,1.002,0,0,0,0.0
Lukas GOLLER,1231.1,NORMAL,PL,Playmaker,False,18,49,1.004,0,0,0,0.0
Aljosa REZAR,1230.6,NORMAL,MV,Målvogter,True,39,39,0.999,349,23,808,30.2
Casper EBBESEN,1229.7,NORMAL,PL,Playmaker,False,29,74,1.004,0,0,0,0.0
Jacob LARSEN,1229.7,NORMAL,PL,Playmaker,False,25,67,1.0,0,0,0,0.0
Christian KØHLER,1229.6,NORMAL,HF,Højre fløj,False,22,45,1.003,0,0,0,0.0
Marcus NORRBRINK,1229.3,NORMAL,HF,Højre fløj,False,31,62,1.003,0,0,0,0.0
Simon JENSEN,1228.3,NORMAL,HF,Højre fløj,False,17,28,1.007,0,0,0,0.0
Andreas Bohl DAMGAARD,1228.2,NORMAL,HF,Højre fløj,False,25,41,1.006,0,0,0,0.0
Simon Damgaard JENSEN,1227.6,NORMAL,VF,Venstre fløj,False,18,28,1.007,0,0,0,0.0
Jens Kromann MØLLER,1227.5,NORMAL,HF,Højre fløj,False,34,34,1.002,0,0,0,0.0
Victor ILSØE,1227.1,NORMAL,HF,Højre fløj,False,30,31,1.005,0,0,0,0.0
Anders JUHL ZACHARIASSEN,1226.9,NORMAL,HF,Højre fløj,False,33,52,1.002,0,0,0,0.0
Rasmus Madsbøll WENNEKE,1226.6,NORMAL,VF,Venstre fløj,False,22,42,1.004,0,0,0,0.0
Viktor VLASTOS,1225.7,NORMAL,HF,Højre fløj,False,34,34,1.008,0,0,0,0.0
Andreas DYSSEHOLM,1225.6,NORMAL,HF,Højre fløj,False,27,27,1.004,0,0,0,0.0
Arnar Birkir HALFDANSSON,1225.2,NORMAL,HF,Højre fløj,False,17,29,1.01,0,0,0,0.0
Tobias Gregers SCHMIDT,1225.0,NORMAL,HF,Højre fløj,False,39,63,1.0,0,0,0,0.0
Simen Nicolay SCHØNNINGSEN1,1225.0,NORMAL,HF,Højre fløj,False,12,22,1.007,0,0,0,0.0
Sune ØSTERGAARD IVERSENAssist,1224.6,NORMAL,HF,Højre fløj,False,11,26,1.005,0,0,0,0.0
Victor SKILLHAMMAR,1224.0,NORMAL,HF,Højre fløj,False,29,41,0.999,0,0,0,0.0
Andreas AAGREEN,1224.0,NORMAL,HF,Højre fløj,False,29,29,1.007,0,0,0,0.0
Knud RONAU,1224.0,NORMAL,HF,Højre fløj,False,17,35,1.003,0,0,0,0.0
Magnus SADOVA,1223.7,NORMAL,VF,Venstre fløj,False,24,42,1.004,0,0,0,0.0
Rasmus THIEMER-JENSEN,1223.5,NORMAL,HF,Højre fløj,False,78,109,1.002,0,0,0,0.0
Jeppe Faurholt HAUSKOV,1223.4,NORMAL,HF,Højre fløj,False,22,24,1.008,0,0,0,0.0
Gustav SUNESEN,1223.3,NORMAL,HF,Højre fløj,False,32,55,1.002,0,0,0,0.0
Valdemar GRAVESEN,1223.0,NORMAL,HF,Højre fløj,False,16,24,1.006,0,0,0,0.0
Nicolai Koch HANSEN,1222.8,NORMAL,HF,Højre fløj,False,15,28,1.013,0,0,0,0.0
Tandri Már KONRÁÐSSON,1222.5,NORMAL,HF,Højre fløj,False,59,80,1.002,0,0,0,0.0
Andreas Søgaard RASMUSSENAssist,1222.3,NORMAL,ST,Streg,False,16,22,1.004,0,0,0,0.0
Jakob J JESSEN,1222.1,NORMAL,HF,Højre fløj,False,14,31,1.009,0,0,0,0.0
Thomas Alfred SOLSTAD,1221.7,NORMAL,HF,Højre fløj,False,29,44,1.0,0,0,0,0.0
Julius MØRCH-RASMUSSEN,1221.3,NORMAL,HF,Højre fløj,False,23,43,1.006,0,0,0,0.0
Frederik Bech JENSEN,1221.2,NORMAL,HF,Højre fløj,False,12,22,1.002,0,0,0,0.0
Oscar VON OETTINGEN,1221.2,NORMAL,HF,Højre fløj,False,27,36,1.005,0,0,0,0.0
Victor Amnitzbøll NORLYK,1221.0,NORMAL,HF,Højre fløj,False,18,28,1.006,0,0,0,0.0
Anton LAURSEN,1221.0,NORMAL,HF,Højre fløj,False,41,80,1.002,0,0,0,0.0
Andreas Sørensen HAMPE,1220.7,NORMAL,HF,Højre fløj,False,14,44,1.001,0,0,0,0.0
Kristian Faurholt Lohmann OLSEN,1220.2,NORMAL,HF,Højre fløj,False,15,27,1.004,0,0,0,0.0
Niels DAHL,1220.2,NORMAL,HF,Højre fløj,False,28,49,1.002,0,0,0,0.0
Jonas HERMANNSEN,1220.0,NORMAL,HF,Højre fløj,False,22,29,1.003,0,0,0,0.0
Tobias RASMUSSEN,1219.9,NORMAL,HF,Højre fløj,False,12,32,1.005,0,0,0,0.0
Kristian RAMMEL,1219.7,NORMAL,HF,Højre fløj,False,33,61,1.003,0,0,0,0.0
Hermann Gabriel VILDALEN,1219.6,NORMAL,HF,Højre fløj,False,14,36,1.004,0,0,0,0.0
Søren Tau SØRENSEN,1219.5,NORMAL,HF,Højre fløj,False,52,83,1.001,0,0,0,0.0
Victor LYNGSØ,1219.5,NORMAL,ST,Streg,False,20,23,1.002,0,0,0,0.0
Johan Thesbjerg KOFOED,1219.4,NORMAL,PL,Playmaker,False,11,31,1.005,0,0,0,0.0
Lasse JUSTESEN,1219.4,NORMAL,HF,Højre fløj,False,29,32,1.002,0,0,0,0.0
Simon KIRKEGAARD,1219.2,NORMAL,HF,Højre fløj,False,22,27,1.004,0,0,0,0.0
Árni Bragi EYJÓLFSSON,1219.2,NORMAL,HF,Højre fløj,False,20,26,1.006,0,0,0,0.0
Georgi Arvelodi DIKHAMINJIA,1218.8,NORMAL,HF,Højre fløj,False,26,56,1.004,0,0,0,0.0
Rasmus Kaagaard ANDERSEN,1218.7,NORMAL,PL,Playmaker,False,12,31,1.004,0,0,0,0.0
Kasper EMIL KILDELUND,1218.7,NORMAL,HF,Højre fløj,False,25,26,1.002,0,0,0,0.0
Drasko NENADIC,1218.3,NORMAL,PL,Playmaker,False,16,33,1.002,0,0,0,0.0
Viktor Siersbæk BERGHOLT,1218.1,NORMAL,VF,Venstre fløj,False,11,22,1.006,0,0,0,0.0
Dines KJELDGAARD,1218.0,NORMAL,HF,Højre fløj,False,16,27,1.005,0,0,0,0.0
Kaare Ravn LARSEN,1218.0,NORMAL,VF,Venstre fløj,False,13,21,1.006,0,0,0,0.0
Emil La Cour ANDERSEN,1217.9,NORMAL,HF,Højre fløj,False,15,25,1.004,0,0,0,0.0
Daniel Astrup PEDERSEN,1217.6,NORMAL,ST,Streg,False,17,31,0.999,0,0,0,0.0
Mads LAURIDSEN,1217.6,NORMAL,HF,Højre fløj,False,19,20,1.007,0,0,0,0.0
Mathias SMED,1217.6,NORMAL,HF,Højre fløj,False,259,273,0.997,0,0,0,0.0
Bertram OBLING,1217.3,NORMAL,MV,Målvogter,True,12,12,1.005,185,13,429,30.1
Tobias LANTZ-PEDERSEN,1217.2,NORMAL,MV,Målvogter,True,46,46,0.998,118,5,344,25.5
Gustav Russel FALHOLT,1216.9,NORMAL,HF,Højre fløj,False,14,29,1.009,0,0,0,0.0
Nicklas Bjørn VASSVIK,1216.8,NORMAL,HF,Højre fløj,False,23,31,0.999,0,0,0,0.0
Nichlas Hald CHRISTENSEN,1216.6,NORMAL,HF,Højre fløj,False,13,28,1.008,0,0,0,0.0
Dennis Staunstrup KIRKEGAARD,1216.5,NORMAL,HF,Højre fløj,False,17,18,1.004,0,0,0,0.0
Thomas OESEN,1216.4,NORMAL,PL,Playmaker,False,17,29,1.002,0,0,0,0.0
Marinus Grandahl MUNK,1216.4,NORMAL,HF,Højre fløj,False,11,21,1.009,0,0,0,0.0
Torsten LAEN,1216.4,NORMAL,HF,Højre fløj,False,62,72,1.003,0,0,0,0.0
Marius FERKINGSTAD,1216.3,NORMAL,ST,Streg,False,12,21,1.002,0,0,0,0.0
Jacob Bro SØRENSEN,1216.0,NORMAL,HF,Højre fløj,False,24,28,1.005,0,0,0,0.0
Amadeus HEDIN,1216.0,NORMAL,HF,Højre fløj,False,12,28,1.001,0,0,0,0.0
Andreas Bech ELBÆK,1216.0,NORMAL,HF,Højre fløj,False,9,20,1.01,0,0,0,0.0
Mathias Gliese JENSEN,1216.0,NORMAL,HF,Højre fløj,False,20,22,1.005,0,0,0,0.0
Marcus HOLMÉN,1215.9,NORMAL,MV,Målvogter,True,31,31,1.002,125,4,337,27.1
Marcus RAHBEK,1215.8,NORMAL,VF,Venstre fløj,False,10,24,1.005,0,0,0,0.0
Joachim Møller JACOBSEN,1215.7,NORMAL,HF,Højre fløj,False,54,81,1.001,0,0,0,0.0
Oscar LYKKE,1214.8,NORMAL,HF,Højre fløj,False,12,16,1.006,0,0,0,0.0
Rasmus HOUMØLLER,1214.6,NORMAL,ST,Streg,False,12,19,1.005,0,0,0,0.0
Morten VIUM,1214.4,NORMAL,HF,Højre fløj,False,15,16,1.007,0,0,0,0.0
Lasse HØJGAARD,1214.3,NORMAL,VF,Venstre fløj,False,16,29,1.004,0,0,0,0.0
Sebastian ØRUM,1213.8,NORMAL,HF,Højre fløj,False,18,34,1.0,0,0,0,0.0
Troels VEJBY JØRGENSEN,1213.8,NORMAL,HF,Højre fløj,False,22,40,1.004,0,0,0,0.0
Michael Krohn THØGERSEN,1213.7,NORMAL,HF,Højre fløj,False,25,25,1.004,0,0,0,0.0
Arnór VIÐARSSON,1213.7,NORMAL,HF,Højre fløj,False,11,14,1.009,0,0,0,0.0
Kristian Lund VUKMAN,1213.3,NORMAL,VB,Venstre back,False,3,13,1.014,0,0,0,0.0
Frederik Kjær ANDERSSON,1213.1,NORMAL,MV,Målvogter,True,21,21,1.0,216,8,537,28.7
Christian NIM,1213.1,NORMAL,HF,Højre fløj,False,24,29,1.003,0,0,0,0.0
Johan NILSSON,1213.0,NORMAL,HF,Højre fløj,False,38,52,0.999,0,0,0,0.0
Lukas KARLSKOV,1212.9,NORMAL,HF,Højre fløj,False,30,37,1.001,0,0,0,0.0
Rasmus MADSBØLL WENNEKE,1212.9,NORMAL,VF,Venstre fløj,False,9,12,1.004,0,0,0,0.0
Magnus VEJSGAARD,1212.6,NORMAL,HF,Højre fløj,False,15,16,1.006,0,0,0,0.0
Magnus Storgaard PEDERSEN,1212.5,NORMAL,HF,Højre fløj,False,13,13,1.006,0,0,0,0.0
Jonathan Mosbæk Tønning WÜRTZ,1212.5,NORMAL,HF,Højre fløj,False,16,26,1.001,0,0,0,0.0
Hans Lindeborg HOLST,1212.2,NORMAL,VF,Venstre fløj,False,9,14,1.007,0,0,0,0.0
Mathias DAUGÅRD,1212.2,NORMAL,VF,Venstre fløj,False,14,22,1.004,0,0,0,0.0
Jeppe Månson CIESLAK,1212.0,NORMAL,HF,Højre fløj,False,6,8,1.01,0,0,0,0.0
Joshua Krohn GRACE,1211.9,NORMAL,HB,Højre back,False,11,27,0.998,0,0,0,0.0
Jonas JEPSEN,1211.8,NORMAL,HF,Højre fløj,False,16,21,1.004,0,0,0,0.0
Nicolas Lundbye KRISTIANSEN12,1211.8,NORMAL,ST,Streg,False,7,13,1.006,0,0,0,0.0
Daniel SØRENSEN,1211.8,NORMAL,HF,Højre fløj,False,16,16,1.004,0,0,0,0.0
Jacob Holk NIELSEN,1211.7,NORMAL,PL,Playmaker,False,18,33,1.001,0,0,0,0.0
Malthe HEJSEL,1211.6,NORMAL,HF,Højre fløj,False,21,26,1.001,0,0,0,0.0
Jacob Mikkel HANSEN,1211.6,NORMAL,HF,Højre fløj,False,16,16,1.01,0,0,0,0.0
Kasper PEDERSEN,1211.3,NORMAL,HF,Højre fløj,False,18,23,1.003,0,0,0,0.0
Marcus STROUSTRUP,1211.2,NORMAL,HF,Højre fløj,False,20,22,1.004,0,0,0,0.0
Alexander Engholm NIELSEN,1211.0,NORMAL,HF,Højre fløj,False,16,19,1.004,0,0,0,0.0
Mads HOÉ JØRGENSEN,1211.0,NORMAL,HF,Højre fløj,False,10,18,1.009,0,0,0,0.0
Jeppe HANSEN,1210.8,NORMAL,HF,Højre fløj,False,7,14,1.004,0,0,0,0.0
Marcus CLEVERLY,1210.8,NORMAL,MV,Målvogter,True,9,9,1.004,98,0,288,25.4
Gøran Søgaard JOHANNESEN12,1210.8,NORMAL,ST,Streg,False,5,9,1.007,0,0,0,0.0
Lasse Mathias PEDERSEN,1210.7,NORMAL,HF,Højre fløj,False,19,28,1.003,0,0,0,0.0
Mikkel Sandholm MORTENSEN,1210.6,NORMAL,HF,Højre fløj,False,14,16,1.004,0,0,0,0.0
Rasmus Nissen HENRIKSEN,1210.6,NORMAL,MV,Målvogter,True,6,6,1.014,15,1,33,31.2
Frederik JÆGERUM,1210.4,NORMAL,VF,Venstre fløj,False,6,10,1.005,0,0,0,0.0
Mathias MAILAND,1210.4,NORMAL,HF,Højre fløj,False,20,27,1.001,0,0,0,0.0
Troels Vejby JØRGENSEN,1210.4,NORMAL,HF,Højre fløj,False,13,20,1.003,0,0,0,0.0
0,1210.3,NORMAL,HF,Højre fløj,False,10,10,1.005,0,0,0,0.0
Emil TONNESEN,1210.3,NORMAL,HF,Højre fløj,False,12,20,1.004,0,0,0,0.0
Nicklas Bjerre PETERSEN,1210.0,NORMAL,HF,Højre fløj,False,8,14,1.005,0,0,0,0.0
Andreas Frederik Flensted OLSEN,1210.0,NORMAL,HF,Højre fløj,False,14,37,1.005,0,0,0,0.0
Thrainn Orri JONSSON,1210.0,NORMAL,HF,Højre fløj,False,9,17,1.005,0,0,0,0.0
Gøran Søgaard JOHANNESENRetur,1209.8,NORMAL,HF,Højre fløj,False,4,9,1.007,0,0,0,0.0
Emil NIELSEN,1209.8,NORMAL,MV,Målvogter,True,19,19,1.003,683,15,1214,36.0
Sebastian JENSEN,1209.7,NORMAL,HF,Højre fløj,False,11,19,1.004,0,0,0,0.0
Mike JENSEN,1209.6,NORMAL,MV,Målvogter,True,17,17,0.998,514,10,1193,30.1
Steffan KJER HØI,1209.6,NORMAL,HF,Højre fløj,False,15,15,1.003,0,0,0,0.0
Rasmus Ravn PEDERSEN,1209.5,NORMAL,VF,Venstre fløj,False,4,7,1.005,0,0,0,0.0
Lucas REHFUS,1209.5,NORMAL,HF,Højre fløj,False,8,14,1.006,0,0,0,0.0
Jacob LYCK,1209.4,NORMAL,VB,Venstre back,False,7,16,1.005,0,0,0,0.0
Rõi Berg HANSEN,1209.3,NORMAL,VF,Venstre fløj,False,6,11,1.008,0,0,0,0.0
Simon Bogetoft PYTLICK,1209.3,NORMAL,HF,Højre fløj,False,15,25,1.002,0,0,0,0.0
Jeppe VILLUMSEN,1209.0,NORMAL,HF,Højre fløj,False,32,32,1.0,0,0,0,0.0
Felix KASCH,1209.0,NORMAL,HF,Højre fløj,False,7,18,1.007,0,0,0,0.0
Thomas CHRISTENSEN,1208.9,NORMAL,HB,Højre back,False,6,16,1.003,0,0,0,0.0
Nicolas Lundbye KRISTIANSENRetur,1208.8,NORMAL,HF,Højre fløj,False,5,10,1.006,0,0,0,0.0
Ole EREVIK,1208.7,NORMAL,MV,Målvogter,True,12,12,0.998,476,9,931,33.8
Jakob Vive RASMUSSEN,1208.6,NORMAL,MV,Målvogter,False,5,9,1.01,0,0,0,0.0
Simon OSTERSEN,1208.6,NORMAL,HF,Højre fløj,False,12,14,1.007,0,0,0,0.0
Mads KRAGH THOMSEN,1208.6,NORMAL,HF,Højre fløj,False,23,37,1.001,0,0,0,0.0
Emil Darling SØRENSEN,1208.5,NORMAL,HF,Højre fløj,False,6,14,1.006,0,0,0,0.0
Peter JOHANNESSON,1208.2,NORMAL,MV,Målvogter,True,12,12,1.005,195,9,458,29.9
Thomas Sommer ARNOLDSEN,1208.1,NORMAL,VB,Venstre back,False,4,10,1.004,0,0,0,0.0
Daniel Nygaard LUND,1207.9,NORMAL,HF,Højre fløj,False,8,14,1.0,0,0,0,0.0
Emil Foldager JENSEN,1207.9,NORMAL,HF,Højre fløj,False,17,21,1.002,0,0,0,0.0
Jesper REDLEFSEN,1207.7,NORMAL,HF,Højre fløj,False,9,12,1.005,0,0,0,0.0
Oliver Baadsgaard BONDROP,1207.6,NORMAL,HF,Højre fløj,False,27,38,1.004,0,0,0,0.0
Simon Sejer KRISTENSEN,1207.5,NORMAL,VF,Venstre fløj,False,4,7,1.009,0,0,0,0.0
Frederik NØRBJERG,1207.5,NORMAL,VF,Venstre fløj,False,5,10,1.004,0,0,0,0.0
Daniel LUND,1207.5,NORMAL,HF,Højre fløj,False,7,7,1.005,0,0,0,0.0
Lucas Lenler GARSDAL,1207.5,NORMAL,HF,Højre fløj,False,9,14,1.003,0,0,0,0.0
Nikolaj Juhl PETERSEN,1207.5,NORMAL,HF,Højre fløj,False,10,20,1.004,0,0,0,0.0
Malte Johannes PEDERSEN,1207.4,NORMAL,PL,Playmaker,False,3,7,1.007,0,0,0,0.0
Gudmundur Bragi ASTPARSSON1,1207.3,NORMAL,ST,Streg,False,3,5,1.01,0,0,0,0.0
Oliver TESGAARD,1207.3,NORMAL,PL,Playmaker,False,11,18,1.003,0,0,0,0.0
Magnus BOYSEN,1207.3,NORMAL,HF,Højre fløj,False,10,13,1.004,0,0,0,0.0
Simo ŠIJAN,1207.3,NORMAL,HF,Højre fløj,False,12,19,1.0,0,0,0,0.0
Christian Stoklund WACHER,1206.8,NORMAL,HF,Højre fløj,False,11,18,1.006,0,0,0,0.0
Mathias KRAGH,1206.8,NORMAL,HF,Højre fløj,False,6,11,1.002,0,0,0,0.0
Krister Skarsvaag MIDTFLÅ,1206.8,NORMAL,HF,Højre fløj,False,2,4,1.011,0,0,0,0.0
Nicolas Lundbye KRISTIANSEN16,1206.7,NORMAL,ST,Streg,False,6,7,1.005,0,0,0,0.0
Jacob KÜHNE,1206.7,NORMAL,HF,Højre fløj,False,7,17,1.001,0,0,0,0.0
Andreas THOMSEN,1206.5,NORMAL,HF,Højre fløj,False,15,23,1.001,0,0,0,0.0
Lukas LINDHARD JØRGENSEN,1206.5,NORMAL,HF,Højre fløj,False,5,8,1.005,0,0,0,0.0
Marius Malthesen HIORTH,1206.4,NORMAL,HF,Højre fløj,False,9,13,1.002,0,0,0,0.0
Forårs. str.,1206.4,NORMAL,HF,Højre fløj,False,14,14,1.003,0,0,0,0.0
Max HÖNING,1206.4,NORMAL,HF,Højre fløj,False,7,11,1.004,0,0,0,0.0
Morten LAUGESEN JØRGENSEN,1206.4,NORMAL,HF,Højre fløj,False,4,4,1.011,0,0,0,0.0
Jakob JESSEN,1206.3,NORMAL,HF,Højre fløj,False,6,10,1.005,0,0,0,0.0
Simon Ellersgaard BIRKEFELDT16,1206.2,NORMAL,HF,Højre fløj,False,4,7,1.006,0,0,0,0.0
Simon Ellersgaard BIRKEFELDT1,1206.1,NORMAL,ST,Streg,False,3,5,1.008,0,0,0,0.0
William ANDERSSON MOBERG64,1206.0,NORMAL,HF,Højre fløj,False,2,4,1.01,0,0,0,0.0
Nicklas Bertram SELVIG,1205.9,NORMAL,HF,Højre fløj,False,11,14,0.999,0,0,0,0.0
Thomas PETERSEN,1205.7,NORMAL,HF,Højre fløj,False,9,11,1.003,0,0,0,0.0
Mikkel TØNNERS,1205.6,NORMAL,MV,Målvogter,True,6,6,1.008,133,13,296,31.0
Amadeus Rittermar HEDIN,1205.5,NORMAL,HF,Højre fløj,False,6,13,1.0,0,0,0,0.0
Søren Willette PEDERSEN,1205.5,NORMAL,MV,Målvogter,True,2,2,1.0,34,9,84,28.8
Nikolai Max KLØIGAARD,1205.4,NORMAL,HF,Højre fløj,False,7,7,1.007,0,0,0,0.0
Tobias WETZEL,1205.4,NORMAL,ST,Streg,False,7,10,1.004,0,0,0,0.0
Jesper SØRENSEN,1205.4,NORMAL,MV,Målvogter,True,6,6,1.004,147,5,474,23.7
Silas Aarestrup FRANK,1205.4,NORMAL,HF,Højre fløj,False,4,4,1.009,0,0,0,0.0
Daniel JØRGENSEN,1205.4,NORMAL,HF,Højre fløj,False,8,12,1.001,0,0,0,0.0
Jacob Groes HANSEN,1205.3,NORMAL,HF,Højre fløj,False,5,5,1.007,0,0,0,0.0
Emil BLIGAARD,1205.3,NORMAL,HF,Højre fløj,False,7,7,1.004,0,0,0,0.0
Mads Kjeldgaard ANDERSEN Retur,1205.2,NORMAL,PL,Playmaker,False,2,7,1.005,0,0,0,0.0
Lukas SANDGAARD,1205.2,NORMAL,ST,Streg,False,6,7,1.003,0,0,0,0.0
Mads Byskov Høj JENSEN,1205.2,NORMAL,HF,Højre fløj,False,9,19,1.004,0,0,0,0.0
Emil HANSEN,1205.2,NORMAL,PL,Playmaker,False,3,6,1.007,0,0,0,0.0
Leo MARTINÉZ,1205.2,NORMAL,HF,Højre fløj,False,17,19,1.0,0,0,0,0.0
William ANDERSSON MOBERG1,1205.2,NORMAL,HF,Højre fløj,False,2,5,1.007,0,0,0,0.0
Sander JUEL,1205.1,NORMAL,ST,Streg,False,4,10,1.004,0,0,0,0.0
Laurenz KLUTH,1205.1,NORMAL,HF,Højre fløj,False,6,7,1.002,0,0,0,0.0
Anders THOMASSEN,1205.0,NORMAL,HF,Højre fløj,False,8,9,1.003,0,0,0,0.0
