season,player,start_rating,final_rating,rating_change,games,primary_position,position_name,is_goalkeeper,elite_status,momentum_factor,total_actions,rating_per_game,performance_level,rating_consistency
2024-2025,JAKOB RASMUSSEN,1291.3,1471.6,180.3,34,PL,Playmaker,False,LEGENDARY,1.004,280,5.302941176470589,ELITE,5.302941176470589
2024-2025,MADS HOXER,1328.5,1470.4,141.9,21,PL,Playmaker,False,LEGENDARY,1.003,192,6.757142857142857,ELITE,6.757142857142857
2024-2025,ANDERS KRAGH MARTINUSEN,1400.9,1469.6000000000001,68.7,11,PL,Playmaker,False,LEGENDARY,1.002,140,6.245454545454546,ELITE,6.245454545454546
2024-2025,MARK NIKOLAJSEN,1384.8,1465.3999999999999,80.6,23,PL,Playmaker,False,LEGENDARY,1.006,143,3.5043478260869563,ELITE,3.5043478260869563
2024-2025,EMIL BERGHOLT,1357.2,1462.6000000000001,105.4,35,ST,Streg,False,LEGENDARY,1.005,183,3.0114285714285716,ELITE,3.0114285714285716
2024-2025,MAGNUS BRAMMING,1335.3,1459.8,124.5,28,VF,Venstre fløj,False,LEGENDARY,1.004,146,4.446428571428571,ELITE,4.446428571428571
2024-2025,BENJAMIN HALLGREN,1228.4,1458.3000000000002,229.9,29,PL,Playmaker,False,LEGENDARY,1.004,432,7.927586206896552,ELITE,7.927586206896552
2024-2025,MARTIN BISGAARD,1341.9,1454.9,113.0,32,VF,Venstre fløj,False,LEGENDARY,1.002,139,3.53125,ELITE,3.53125
2024-2025,MAGNUS PETERSEN,1328.6,1454.8999999999999,126.3,30,MV,Målvogter,True,LEGENDARY,1.0,59,4.21,ELITE,4.21
2024-2025,THOMAS BOILESEN,1358.5,1451.0,92.5,28,PL,Playmaker,False,LEGENDARY,1.005,163,3.3035714285714284,ELITE,3.3035714285714284
2024-2025,NIKLAS LANDIN,1341.4,1447.8000000000002,106.4,26,MV,Målvogter,True,LEGENDARY,1.002,53,4.092307692307693,ELITE,4.092307692307693
2024-2025,ANDREAS HAAGEN,1317.0,1443.2,126.2,29,MV,Målvogter,True,LEGENDARY,1.009,85,4.3517241379310345,ELITE,4.3517241379310345
2024-2025,SANDER HEIEREN,1171.3,1436.6,265.3,35,MV,Målvogter,True,LEGENDARY,1.013,177,7.58,ELITE,7.58
2024-2025,LASSE PEDERSEN,1304.6,1434.6999999999998,130.1,31,HF,Højre fløj,False,LEGENDARY,1.007,144,4.196774193548387,ELITE,4.196774193548387
2024-2025,BJARKE CHRISTENSEN,1373.7,1429.1000000000001,55.4,28,VF,Venstre fløj,False,LEGENDARY,1.004,68,1.9785714285714284,ELITE,1.9785714285714284
2024-2025,FREDERIK BJERRE,1318.9,1424.6000000000001,105.7,29,VF,Venstre fløj,False,LEGENDARY,1.007,116,3.6448275862068966,ELITE,3.6448275862068966
2024-2025,ANDREAS SØGAARD,1310.9,1423.0,112.1,28,ST,Streg,False,LEGENDARY,1.007,171,4.003571428571428,ELITE,4.003571428571428
2024-2025,MORTEN BALLING,1330.7,1420.5,89.8,31,PL,Playmaker,False,LEGENDARY,1.006,111,2.896774193548387,ELITE,2.896774193548387
2024-2025,JESPER DAHL,1346.1,1415.1999999999998,69.1,18,HB,Højre back,False,LEGENDARY,1.002,100,3.8388888888888886,ELITE,3.8388888888888886
2024-2025,GUSTAV BRUUN,1255.7,1412.3,156.6,28,PL,Playmaker,False,LEGENDARY,1.005,245,5.5928571428571425,ELITE,5.5928571428571425
2024-2025,MORTEN JØRGENSEN,1334.4,1411.0,76.6,24,VF,Venstre fløj,False,LEGENDARY,1.007,101,3.1916666666666664,ELITE,3.1916666666666664
2024-2025,JONATAN MOLLERUP,1371.6,1410.8,39.2,20,HF,Højre fløj,False,LEGENDARY,0.997,64,1.9600000000000002,NORMAL,1.9600000000000002
2024-2025,FREDRIK OLSSON,1233.3,1408.3,175.0,32,PL,Playmaker,False,LEGENDARY,1.003,249,5.46875,ELITE,5.46875
2024-2025,SEBASTIAN BARTHOLD,1309.1,1402.5,93.4,29,VF,Venstre fløj,False,LEGENDARY,1.007,127,3.220689655172414,ELITE,3.220689655172414
2024-2025,MIHA ZVIZEJ,1339.3,1402.3,63.0,32,ST,Streg,False,LEGENDARY,1.002,145,1.96875,ELITE,1.96875
2024-2025,RENÉ RASMUSSEN,1333.8,1401.0,67.2,33,HF,Højre fløj,False,LEGENDARY,1.004,92,2.0363636363636366,ELITE,2.0363636363636366
2024-2025,KASPER YOUNG,1329.2,1397.8,68.6,15,HF,Højre fløj,False,ELITE,1.005,80,4.573333333333333,ELITE,4.573333333333333
2024-2025,KASPER LARSEN,1335.1,1397.1,62.0,25,MV,Målvogter,True,ELITE,0.999,42,2.48,ELITE,2.48
2024-2025,JOHAN MEKLENBORG,1355.8,1392.8999999999999,37.1,10,PL,Playmaker,False,ELITE,1.007,57,3.71,NORMAL,3.71
2024-2025,BUSTER JUUL,1320.8,1392.8,72.0,24,VF,Venstre fløj,False,ELITE,1.005,84,3.0,ELITE,3.0
2024-2025,NICOLAJ SPANGGAARD,1289.2,1390.2,101.0,29,PL,Playmaker,False,ELITE,1.006,186,3.4827586206896552,ELITE,3.4827586206896552
2024-2025,EIVIND TANGEN,1320.3,1384.8999999999999,64.6,32,HB,Højre back,False,ELITE,0.999,131,2.01875,ELITE,2.01875
2024-2025,BENJAMIN PEDERSEN,1336.0,1384.7,48.7,16,ST,Streg,False,ELITE,1.005,71,3.04375,NORMAL,3.04375
2024-2025,RASMUS LAUGE,1253.1,1381.6,128.5,15,PL,Playmaker,False,ELITE,1.004,183,8.566666666666666,ELITE,8.566666666666666
2024-2025,AUGUST WIGER,1273.5,1381.6,108.1,29,PL,Playmaker,False,ELITE,1.005,140,3.7275862068965515,ELITE,3.7275862068965515
2024-2025,HENRIK TILSTED,1339.4,1375.5,36.1,19,VF,Venstre fløj,False,ELITE,1.005,50,1.9000000000000001,NORMAL,1.9000000000000001
2024-2025,ALEXANDER LYNGGAARD,1315.9,1373.3000000000002,57.4,28,ST,Streg,False,ELITE,0.998,109,2.05,ELITE,2.05
2024-2025,LARS SKAARUP,1317.5,1369.3,51.8,20,VF,Venstre fløj,False,ELITE,1.006,76,2.59,ELITE,2.59
2024-2025,MARCUS MØRK,1339.1,1368.6999999999998,29.6,17,PL,Playmaker,False,ELITE,1.004,58,1.7411764705882353,NORMAL,1.7411764705882353
2024-2025,HJALTE LYKKE,1156.2,1367.7,211.5,28,HB,Højre back,False,ELITE,1.003,264,7.553571428571429,ELITE,7.553571428571429
2024-2025,MAGNUS BRANDBYGE,1286.2,1365.8,79.6,29,MV,Målvogter,True,ELITE,1.014,60,2.7448275862068963,ELITE,2.7448275862068963
2024-2025,JONAS LARHOLM,1365.5,1365.3,-0.2,1,Ukendt,Ukendt,False,ELITE,1.0,1,-0.2,NORMAL,0.2
2024-2025,JOAQUIM NAZARÉ,1161.5,1361.0,199.5,35,PL,Playmaker,False,ELITE,1.007,343,5.7,ELITE,5.7
2024-2025,LAURITZ LEGÉR,1257.2,1360.8,103.6,25,PL,Playmaker,False,ELITE,1.009,213,4.144,ELITE,4.144
2024-2025,SENJAMIN BURIC,1296.9,1358.7,61.8,33,ST,Streg,False,ELITE,1.002,134,1.8727272727272726,ELITE,1.8727272727272726
2024-2025,NIKLAS KRAFT,1285.4,1358.6000000000001,73.2,25,MV,Målvogter,True,ELITE,1.014,55,2.928,ELITE,2.928
2024-2025,KRISTIAN BJØRNSEN,1281.8,1356.3999999999999,74.6,24,HF,Højre fløj,False,ELITE,1.004,91,3.108333333333333,ELITE,3.108333333333333
2024-2025,JONAS PORUP,1318.0,1352.9,34.9,29,PL,Playmaker,False,ELITE,1.001,67,1.2034482758620688,NORMAL,1.2034482758620688
2024-2025,TOBIAS GRØNDAHL,1015.0,1351.0,336.0,35,PL,Playmaker,False,ELITE,1.001,490,9.6,ELITE,9.6
2024-2025,MORTEN BJØRNSHAUGE,1273.3,1350.3,77.0,26,ST,Streg,False,ELITE,0.999,149,2.9615384615384617,ELITE,2.9615384615384617
2024-2025,PATRICK BOLDSEN,1233.3,1344.8999999999999,111.6,32,HF,Højre fløj,False,ELITE,1.004,131,3.4875,ELITE,3.4875
2024-2025,THORSTEN FRIES,1260.3,1343.3,83.0,20,MV,Målvogter,True,ELITE,1.013,56,4.15,ELITE,4.15
2024-2025,RENE ANTONSEN,1317.5,1339.7,22.2,20,ST,Streg,False,ELITE,1.004,41,1.1099999999999999,NORMAL,1.1099999999999999
2024-2025,ANDREAS AAGREEN,1319.1,1337.5,18.4,11,HF,Højre fløj,False,ELITE,1.006,23,1.6727272727272726,NORMAL,1.6727272727272726
2024-2025,HENRIK MØLLGAARD,1337.0,1336.7,-0.3,15,PL,Playmaker,False,ELITE,0.997,20,-0.02,NORMAL,0.02
2024-2025,FREDERIK IVERSEN,1219.2,1323.5,104.3,31,VF,Venstre fløj,False,ELITE,1.007,128,3.364516129032258,ELITE,3.364516129032258
2024-2025,ÁGÚST BJÖRGVINSSON,1290.2,1315.9,25.7,28,MV,Målvogter,True,ELITE,0.998,45,0.9178571428571428,NORMAL,0.9178571428571428
2024-2025,EDWIN ASPENBÄCK,1015.0,1311.3,296.3,31,PL,Playmaker,False,ELITE,1.008,440,9.558064516129033,ELITE,9.558064516129033
2024-2025,HENRIK JAKOBSEN,1226.7,1310.0,83.3,35,ST,Streg,False,ELITE,1.003,163,2.38,ELITE,2.38
2024-2025,EMIL TELLERUP,1271.9,1307.8000000000002,35.9,24,MV,Målvogter,True,ELITE,0.999,43,1.4958333333333333,NORMAL,1.4958333333333333
2024-2025,RASMUS MADSEN,1186.6,1307.1999999999998,120.6,32,HB,Højre back,False,ELITE,1.005,222,3.76875,ELITE,3.76875
2024-2025,NIKOLAJ NIELSEN,1274.6,1304.8,30.2,17,ST,Streg,False,ELITE,1.004,37,1.776470588235294,NORMAL,1.776470588235294
2024-2025,KRISTOFFER LAURSEN,1293.6,1297.1,3.5,30,MV,Målvogter,True,ELITE,0.999,25,0.11666666666666667,NORMAL,0.11666666666666667
2024-2025,NIKOLAJ LARSSON,1176.7,1295.1000000000001,118.4,27,HB,Højre back,False,ELITE,1.002,207,4.385185185185185,ELITE,4.385185185185185
2024-2025,ANDERS ZACHARIASSEN,1197.1,1291.8,94.7,29,ST,Streg,False,ELITE,1.009,149,3.2655172413793103,ELITE,3.2655172413793103
2024-2025,RASMUS HENRIKSEN,1228.9,1290.7,61.8,5,MV,Målvogter,True,ELITE,1.011,24,12.36,ELITE,12.36
2024-2025,OLIVER WOSNIAK,1232.0,1289.3,57.3,11,PL,Playmaker,False,ELITE,1.002,98,5.209090909090909,ELITE,5.209090909090909
2024-2025,TOBIAS ELLEBÆK,1280.0,1286.4,6.4,4,PL,Playmaker,False,ELITE,1.0,24,1.6,NORMAL,1.6
2024-2025,ALEKS VLAH,1144.2,1283.5,139.3,31,PL,Playmaker,False,ELITE,1.004,216,4.493548387096775,ELITE,4.493548387096775
2024-2025,VIKTOR NEVERS,1231.3,1278.0,46.7,16,HF,Højre fløj,False,ELITE,1.009,58,2.91875,NORMAL,2.91875
2024-2025,SEBASTIAN HENNEBERG,1267.7,1277.6000000000001,9.9,4,PL,Playmaker,False,ELITE,1.006,14,2.475,NORMAL,2.475
2024-2025,KRISTIAN BONEFELD,1269.0,1273.2,4.2,27,VB,Venstre back,False,ELITE,1.002,59,0.15555555555555556,NORMAL,0.15555555555555556
2024-2025,MIKKEL LANG,1207.6,1272.3999999999999,64.8,24,HF,Højre fløj,False,ELITE,1.006,78,2.6999999999999997,ELITE,2.6999999999999997
2024-2025,JOSIP CAVAR,1238.5,1271.8,33.3,25,MV,Målvogter,True,ELITE,1.003,47,1.3319999999999999,NORMAL,1.3319999999999999
2024-2025,SALAH BOUTAF,1271.1,1269.1999999999998,-1.9,35,MV,Målvogter,True,ELITE,0.997,23,-0.054285714285714284,NORMAL,0.054285714285714284
2024-2025,MARTIN LARSEN,1239.9,1268.5,28.6,16,PL,Playmaker,False,ELITE,0.999,51,1.7875,NORMAL,1.7875
2024-2025,TIM WINKLER,1268.6,1267.8999999999999,-0.7,25,MV,Målvogter,True,ELITE,0.997,13,-0.027999999999999997,NORMAL,0.027999999999999997
2024-2025,KEVIN GULLIKSEN,1134.6,1263.3999999999999,128.8,35,HF,Højre fløj,False,ELITE,1.003,171,3.68,ELITE,3.68
2024-2025,LUKAS NILSSON,1167.4,1259.0,91.6,22,PL,Playmaker,False,ELITE,1.001,148,4.163636363636363,ELITE,4.163636363636363
2024-2025,VICTOR NORLYK,1166.0,1257.3,91.3,30,PL,Playmaker,False,ELITE,1.004,148,3.0433333333333334,ELITE,3.0433333333333334
2024-2025,JONATHAN WÜRTZ,1217.7,1255.2,37.5,25,PL,Playmaker,False,ELITE,1.003,76,1.5,NORMAL,1.5
2024-2025,ANTON BRAMMING,1239.7,1250.9,11.2,8,VF,Venstre fløj,False,ELITE,1.004,14,1.4,NORMAL,1.4
2024-2025,JACOB HESSELLUND,1251.1,1250.8,-0.3,1,Ukendt,Ukendt,False,ELITE,1.0,1,-0.3,NORMAL,0.3
2024-2025,SIMON BIRKEFELDT,1242.5,1249.0,6.5,14,PL,Playmaker,False,NORMAL,1.002,21,0.4642857142857143,NORMAL,0.4642857142857143
2024-2025,JONAS KRUSE KRISTENSEN,1200.1,1248.8,48.7,20,PL,Playmaker,False,NORMAL,1.005,74,2.435,NORMAL,2.435
2024-2025,VICTOR WOLF,1202.5,1246.9,44.4,27,VF,Venstre fløj,False,NORMAL,1.006,50,1.6444444444444444,NORMAL,1.6444444444444444
2024-2025,MADS LENBROCH,1156.7,1246.4,89.7,30,VF,Venstre fløj,False,NORMAL,1.007,106,2.99,ELITE,2.99
2024-2025,EMIL GRØNBECH,1222.5,1244.5,22.0,3,HB,Højre back,False,NORMAL,1.004,41,7.333333333333333,NORMAL,7.333333333333333
2024-2025,JIMMI ANDERSEN,1191.1,1243.5,52.4,27,MV,Målvogter,True,NORMAL,1.004,47,1.9407407407407407,ELITE,1.9407407407407407
2024-2025,PATRICK WIESMACH,1188.0,1238.5,50.5,18,HF,Højre fløj,False,NORMAL,1.007,60,2.8055555555555554,ELITE,2.8055555555555554
2024-2025,TOBIAS TOMBAK,1117.4,1237.4,120.0,27,PL,Playmaker,False,NORMAL,1.004,166,4.444444444444445,ELITE,4.444444444444445
2024-2025,JONAS RAUNDAHL,1121.5,1234.9,113.4,29,ST,Streg,False,NORMAL,1.003,152,3.910344827586207,ELITE,3.910344827586207
2024-2025,CHRISTOFFER CICHOSZ,1197.2,1233.4,36.2,23,ST,Streg,False,NORMAL,0.999,71,1.5739130434782609,NORMAL,1.5739130434782609
2024-2025,MATHIAS HEDEGAARD,1209.7,1233.0,23.3,20,ST,Streg,False,NORMAL,0.999,76,1.165,NORMAL,1.165
2024-2025,MATTHIAS DORGELO,1108.5,1231.7,123.2,22,MV,Målvogter,True,NORMAL,1.006,72,5.6000000000000005,ELITE,5.6000000000000005
2024-2025,SEBASTIAN AUGUSTINUSSEN,1177.3,1227.5,50.2,24,HF,Højre fløj,False,NORMAL,1.007,86,2.091666666666667,ELITE,2.091666666666667
2024-2025,MARINUS MUNK,1122.3,1227.1,104.8,31,PL,Playmaker,False,NORMAL,1.0,171,3.3806451612903223,ELITE,3.3806451612903223
2024-2025,THOR CHRISTENSEN,1212.8,1227.0,14.2,25,ST,Streg,False,NORMAL,0.998,75,0.568,NORMAL,0.568
2024-2025,OLIVER LARSEN,1127.0,1226.0,99.0,29,MV,Målvogter,True,NORMAL,1.018,32,3.413793103448276,ELITE,3.413793103448276
2024-2025,FREDERIK HORN,1130.1,1225.6999999999998,95.6,26,PL,Playmaker,False,NORMAL,1.005,136,3.6769230769230767,ELITE,3.6769230769230767
2024-2025,JACK THURIN,1089.0,1224.3,135.3,28,PL,Playmaker,False,NORMAL,1.003,170,4.832142857142857,ELITE,4.832142857142857
2024-2025,NIKOLAJ SVALASTOG,1160.7,1220.0,59.3,18,VF,Venstre fløj,False,NORMAL,1.009,53,3.2944444444444443,ELITE,3.2944444444444443
2024-2025,RASMUS MADSBØLL,1126.6,1219.8,93.2,29,VF,Venstre fløj,False,NORMAL,1.006,104,3.213793103448276,ELITE,3.213793103448276
2024-2025,MORTEN KAALUND,1115.9,1218.5,102.6,32,ST,Streg,False,NORMAL,1.002,128,3.20625,ELITE,3.20625
2024-2025,FRANK MIKKELSEN,1128.3,1214.3,86.0,24,MV,Målvogter,True,NORMAL,1.003,38,3.5833333333333335,ELITE,3.5833333333333335
2024-2025,FREDERIK NIELSEN,1015.0,1214.1,199.1,32,PL,Playmaker,False,NORMAL,1.006,303,6.221875,ELITE,6.221875
2024-2025,BENJAMIN JAKOBSEN,1191.7,1205.4,13.7,13,ST,Streg,False,NORMAL,1.004,28,1.0538461538461539,NORMAL,1.0538461538461539
2024-2025,KASPER KILDELUND,1167.0,1202.1,35.1,23,HF,Højre fløj,False,NORMAL,1.004,52,1.5260869565217392,NORMAL,1.5260869565217392
2024-2025,FORÅRS. STR.,1000.0,1201.2,201.2,3,Ukendt,Ukendt,False,NORMAL,1.002,3,67.06666666666666,ELITE,67.06666666666666
2024-2025,JULIUS MØRCH,1165.0,1201.0,36.0,28,ST,Streg,False,NORMAL,0.999,91,1.2857142857142858,NORMAL,1.2857142857142858
2024-2025,CHRISTIAN WETCHE,1015.0,1200.7,185.7,31,MV,Målvogter,True,NORMAL,1.004,91,5.990322580645161,ELITE,5.990322580645161
2024-2025,ALEXANDER BLONZ,1140.2,1200.6000000000001,60.4,14,VF,Venstre fløj,False,NORMAL,1.01,71,4.314285714285714,ELITE,4.314285714285714
2024-2025,BOLD EROBRET,1000.0,1199.2,199.2,1,Ukendt,Ukendt,False,NORMAL,1.0,1,199.2,ELITE,199.2
2024-2025,MAGNUS KRONBORG,1127.1,1198.1,71.0,15,PL,Playmaker,False,NORMAL,1.005,108,4.733333333333333,ELITE,4.733333333333333
2024-2025,MAGNUS NORLYK,1103.3,1198.1,94.8,29,VF,Venstre fløj,False,NORMAL,1.007,110,3.268965517241379,ELITE,3.268965517241379
2024-2025,VIKTOR BERGHOLT,1122.6,1195.1999999999998,72.6,28,VF,Venstre fløj,False,NORMAL,1.005,90,2.5928571428571425,ELITE,2.5928571428571425
2024-2025,KRISTJAN ÖRN KRISTJANSSON,1015.0,1194.8,179.8,32,HB,Højre back,False,NORMAL,1.004,331,5.61875,ELITE,5.61875
2024-2025,EVGENI PEVNOV,1101.8,1193.7,91.9,31,ST,Streg,False,NORMAL,1.001,134,2.9645161290322584,ELITE,2.9645161290322584
2024-2025,AXEL FRANZÉN,1170.2,1190.0,19.8,16,ST,Streg,False,NORMAL,1.004,37,1.2375,NORMAL,1.2375
2024-2025,MARTIN RISOM,1065.2,1178.4,113.2,21,PL,Playmaker,False,NORMAL,1.011,170,5.390476190476191,ELITE,5.390476190476191
2024-2025,NICKOLEI JENSEN,1156.3,1178.1,21.8,3,ST,Streg,False,NORMAL,1.002,29,7.266666666666667,NORMAL,7.266666666666667
2024-2025,MAGNUS FREDRIKSEN,1015.0,1175.0,160.0,30,PL,Playmaker,False,NORMAL,0.998,283,5.333333333333333,ELITE,5.333333333333333
2024-2025,AUGUST FRIDÉN,1164.0,1171.8,7.8,8,VF,Venstre fløj,False,NORMAL,1.006,12,0.975,NORMAL,0.975
2024-2025,FABIAN NORSTEN,1133.0,1171.1,38.1,29,MV,Målvogter,True,NORMAL,1.001,45,1.313793103448276,NORMAL,1.313793103448276
2024-2025,JOACHIM LYNG ALS,1121.8,1170.0,48.2,25,VF,Venstre fløj,False,NORMAL,1.003,67,1.9280000000000002,NORMAL,1.9280000000000002
2024-2025,TOBIAS OLSEN,1132.2,1167.9,35.7,13,PL,Playmaker,False,NORMAL,1.002,62,2.746153846153846,NORMAL,2.746153846153846
2024-2025,JONATHAN SØRENSEN,1155.8,1165.2,9.4,6,HF,Højre fløj,False,NORMAL,1.004,14,1.5666666666666667,NORMAL,1.5666666666666667
2024-2025,CHRISTIAN TERMANSEN,1127.8,1164.0,36.2,21,PL,Playmaker,False,NORMAL,1.004,75,1.723809523809524,NORMAL,1.723809523809524
2024-2025,SIMON HALD,1111.9,1160.2,48.3,33,ST,Streg,False,NORMAL,1.001,91,1.4636363636363636,NORMAL,1.4636363636363636
2024-2025,FREDERIK PEDERSEN,1115.4,1158.3000000000002,42.9,24,PL,Playmaker,False,NORMAL,1.004,79,1.7874999999999999,NORMAL,1.7874999999999999
2024-2025,JULIUS STEN,1093.7,1157.2,63.5,29,MV,Målvogter,True,NORMAL,1.018,31,2.189655172413793,ELITE,2.189655172413793
2024-2025,SHADRACH-AMIE NSONI,1156.5,1156.5,0.0,3,MV,Målvogter,True,NORMAL,1.0,0,0.0,NORMAL,0.0
2024-2025,MADS KJELDGAARD,1015.0,1156.5,141.5,31,PL,Playmaker,False,NORMAL,1.005,222,4.564516129032258,ELITE,4.564516129032258
2024-2025,ANDERS AGGER,1094.0,1156.2,62.2,28,ST,Streg,False,NORMAL,1.005,101,2.2214285714285715,ELITE,2.2214285714285715
2024-2025,JONAS FUGLSBJERG,1090.2,1155.2,65.0,18,PL,Playmaker,False,NORMAL,0.999,114,3.611111111111111,ELITE,3.611111111111111
2024-2025,RASMUS STORM JENSEN,1119.0,1153.7,34.7,10,MV,Målvogter,True,NORMAL,1.017,38,3.47,NORMAL,3.47
2024-2025,JACOB BAGERSTED,1132.5,1152.7,20.2,28,ST,Streg,False,NORMAL,1.002,74,0.7214285714285714,NORMAL,0.7214285714285714
2024-2025,MALTE EICHHORST,1090.7,1151.5,60.8,26,MV,Målvogter,True,NORMAL,1.054,16,2.338461538461538,ELITE,2.338461538461538
2024-2025,TOBIAS GREGERS SCHMIDT,1131.4,1150.7,19.3,17,ST,Streg,False,NORMAL,1.0,49,1.1352941176470588,NORMAL,1.1352941176470588
2024-2025,EMIL LA COUR,1131.9,1150.2,18.3,10,VF,Venstre fløj,False,NORMAL,1.007,20,1.83,NORMAL,1.83
2024-2025,MADS BJERGFELT,1127.4,1150.0,22.6,22,PL,Playmaker,False,NORMAL,1.007,45,1.0272727272727273,NORMAL,1.0272727272727273
2024-2025,JENS DOLBERG PLOUGSTRUP,1143.9,1148.9,5.0,3,PL,Playmaker,False,NORMAL,1.003,9,1.6666666666666667,NORMAL,1.6666666666666667
