Player,FinalRating
SKH_25_Jeppe CIESLAK,1490.00
SKH_7_Jonatan MOLLERUP,1490.00
REH_44_Tobias TOMBAK,1490.00
TMS_49_Karl WALLINIUS,1490.00
REH_19_Benjamin HALLGREN,1490.00
REH_7_Christoffer DREYER,1490.00
SJE_10_Mads Svane KNUDSEN,1490.00
SJE_11_Lasse PEDERSEN,1490.00
SJE_33_Kasper DIDRIKSEN,1490.00
SJE_28_Rasmus MADSEN,1490.00
MTH_20_August WIGER,1490.00
SJE_4_Kasper LINDGREN,1490.00
TTH_4_Frederik NIELSEN,1490.00
GIF_25_Jonas PORUP,1490.00
GIF_13_Sven EHRIG,1490.00
KIF_97_Magnus RAHBEK,1490.00
BSH_15_Jens SVANE,1490.00
BSH_5_Oliver NORLYK,1490.00
GOG_5_Sander SAGOSEN,1490.00
GOG_7_Thomas ARNOLDSEN,1490.00
FHK_21_Tim RANTALA,1490.00
BSH_48_Gabriel SETTERBLOM,1490.00
BSH_29_Magnus FREDRIKSEN,1490.00
SJE_97_Magnus RAHBEK,1490.00
TMS_4_Frederik NIELSEN,1490.00
GIF_5_Mark NIKOLAJSEN,1490.00
SKH_25_Jonas PORUP,1490.00
TTH_5_Viktor BERGHOLT,1490.00
GOG_6_Jonas TIDEMAND,1490.00
GOG_21_Kristian STOKLUND,1490.00
KIF_7_Lasse VILHELMSEN,1490.00
KIF_29_Hjalte LYKKE,1490.00
MTH_11_Jonas RAUNDAHL,1490.00
MTH_3_Carl-Emil HAUNSTRUP,1490.00
SAH_15_Jack THURIN,1490.00
REH_9_Martin BISGAARD,1490.00
REH_93_Anders MARTINUSEN,1490.00
NSH_97_Magnus RAHBEK,1490.00
KIF_7_Jonatan MOLLERUP,1490.00
KIF_6_Kristian BONEFELD,1490.00
SAH_15_Jens SVANE,1490.00
MTH_49_Karl WALLINIUS,1490.00
TTH_6_Sebastian BARTHOLD,1490.00
SJE_23_Joachim Lyng ALS,1490.00
SJE_9_Henrik JAKOBSEN,1490.00
TMS_5_Anton Krogh FILTENBORG,1490.00
TMS_97_Reinier TABOADA,1490.00
FHK_22_Axel ANDERSSON,1490.00
SAH_1_Kristoffer LAURSEN,1488.00
REH_19_Jesper LINDGREN,1488.00
AAH_13_Noah GAUDIN,1487.00
GIF_14_Búi D. POULSEN,1486.00
SJE_26_Peter BALLING,1484.00
REH_1_Niklas KRAFT,1484.00
FHK_1_Sebastian FRANDSEN,1484.00
GOG_12_Peter JOHANNESSON,1482.00
KIF_16_Josip CAVAR,1482.00
AAH_12_Fabian NORSTEN,1482.00
NSH_29_Jimmi ANDERSEN,1482.00
MTH_20_Oliver LARSEN,1482.00
FHK_16_Thorsten FRIES,1482.00
SJE_30_Julius STEN,1482.00
MTH_11_Mikkel LANG,1480.00
MTH_15_Emil LÆRKE,1480.00
KIF_11_Jonas RAUNDAHL,1480.00
GIF_33_Ebbe STANKIEWICZ,1480.00
SJE_19_Magnus SADOVA,1480.00
REH_3_Lukas NILSSON,1480.00
AAH_14_Nicolaj SPANGGAARD,1480.00
TMS_25_Eivind TANGEN,1480.00
SKH_27_Victor WOLF,1480.00
TTH_4_Kasper LINDGREN,1480.00
MTH_25_Jonas PORUP,1480.00
KIF_17_Andreas SØGAARD,1480.00
NSH_18_Morten BJØRNSHAUGE,1480.00
AAH_24_Simon OOMS,1480.00
SAH_37_Linus PERSSON,1480.00
SAH_7_Lasse VILHELMSEN,1480.00
TMS_4_Lars SKAARUP,1480.00
GIF_19_Thomas BOILESEN,1480.00
SJE_81_Alfred JÖNSSON,1480.00
REH_28_Patrick VOLZ,1480.00
SJE_17_Andreas SØGAARD,1480.00
SJE_6_Jonathan WÜRTZ,1480.00
REH_20_August WIGER,1480.00
REH_11_Jonas RAUNDAHL,1480.00
GIF_11_Mikkel LANG,1480.00
GOG_21_Mathias SMED,1480.00
MTH_15_Jack THURIN,1480.00
GOG_19_Bjarke CHRISTENSEN,1480.00
GOG_7_Senjamin BURIC,1480.00
TTH_11_Mikkel LANG,1480.00
SAH_18_Edwin ASPENBÄCK,1480.00
TTH_23_Morten Hempel JENSEN,1480.00
SJE_9_Martin BISGAARD,1480.00
SAH_2_Mads BJERGFELT,1480.00
SKH_6_Kristian BONEFELD,1480.00
KIF_23_Joachim Lyng ALS,1480.00
FHK_4_Elvar ASGEIRSSON,1480.00
GOG_24_Sebastian AUGUSTINUSSEN,1480.00
AAH_23_Miha ZVIZEJ,1480.00
AAH_13_Sven EHRIG,1480.00
TTH_19_Kristian BJØRNSEN,1480.00
TTH_7_Thomas ARNOLDSEN,1480.00
SKH_11_Kristoffer JESSEN,1480.00
SKH_19_Magnus SADOVA,1480.00
KIF_23_Miha ZVIZEJ,1480.00
TTH_13_Mathias HEDEGAARD,1480.00
NSH_3_Nicolai PEDERSEN,1480.00
MTH_17_Oliver WOSNIAK,1480.00
TMS_7_Nichlas HALD,1480.00
SKH_15_Jack THURIN,1480.00
SKH_24_Diogo SILVA,1480.00
NSH_34_Mathias KRAGH,1480.00
NSH_23_Morten Hempel JENSEN,1480.00
MTH_9_Martin BISGAARD,1480.00
30_Julius DYHR TOPP,1480.00
AAH_3_Nicolai PEDERSEN,1480.00
GOG_15_Jack THURIN,1480.00
GIF_4_Christoffer CICHOSZ,1480.00
SJE_21_Marcus MIDTGAARD,1480.00
TMS_4_Elvar ASGEIRSSON,1480.00
GIF_22_Gustav SUNESEN,1480.00
KIF_15_Jack THURIN,1480.00
TMS_66_Anton LINDSKOG,1480.00
NSH_18_Edwin ASPENBÄCK,1480.00
BSH_11_Lasse PEDERSEN,1480.00
REH_13_Sven EHRIG,1480.00
TTH_6_Jonathan WÜRTZ,1480.00
SKH_4_Elvar ASGEIRSSON,1480.00
GOG_21_Marcus MIDTGAARD,1480.00
FHK_6_Kristian BONEFELD,1480.00
BSH_7_Lasse VILHELMSEN,1480.00
TTH_20_Fredrik MOSSESTAD,1480.00
SKH_19_Benjamin HALLGREN,1480.00
GIF_7_Lasse VILHELMSEN,1480.00
GIF_4_Patrick BOLDSEN,1480.00
AAH_7_Christoffer DREYER,1480.00
SJE_9_Mads LAURIDSEN,1480.00
GIF_11_Jonas RAUNDAHL,1480.00
NSH_49_Karl WALLINIUS,1480.00
AAH_4_Kasper LINDGREN,1480.00
SJE_2_Joachim MØLLER,1480.00
GOG_7_William AAR,1480.00
NSH_25_Anders AGGER,1480.00
NSH_24_Simon OOMS,1480.00
TMS_5_Julius MØRCH,1480.00
SAH_28_Kevin GULLIKSEN,1480.00
SAH_7_William AAR,1480.00
AAH_4_Patrick BOLDSEN,1480.00
TMS_8_Simon BIRKEFELDT,1480.00
BSH_28_Lauritz LEGÉR,1480.00
SJE_14_Alexander LYNGGAARD,1480.00
AAH_28_Morten KAALUND,1480.00
FHK_19_Benjamin HALLGREN,1480.00
FHK_25_Anders AGGER,1480.00
TTH_16_Sander HEIEREN,1478.00
29_Rasmus LARSEN,1476.00
NSH_16_Magnus PETERSEN,1472.00
TMS_35_Mikkel PREHN,1472.00
SJE_11_Kristoffer JESSEN,1470.00
BSH_1_Mikkel LØVKVIST,1470.00
TMS_2_Mads KRAGH THOMSEN,1470.00
MTH_18_Vetle RØNNINGEN,1470.00
AAH_41_Evgeni PEVNOV,1470.00
TTH_9_Henrik JAKOBSEN,1470.00
KIF_13_Lasse BALSTAD,1470.00
FHK_14_Nicolaj SPANGGAARD,1470.00
GIF_10_Joaquim NAZARÉ,1470.00
GOG_42_Matias CAMPBELL,1470.00
REH_26_Peter BALLING,1470.00
BSH_19_Benjamin HALLGREN,1470.00
FHK_5_Julius MØRCH,1470.00
AAH_9_Henrik JAKOBSEN,1470.00
TMS_17_Andreas SØGAARD,1470.00
FHK_9_Henrik JAKOBSEN,1470.00
TMS_21_Mathias SMED,1470.00
MTH_21_Mathias SMED,1470.00
NSH_10_Frederik HORN,1470.00
SKH_7_Lasse VILHELMSEN,1470.00
1_Frederik WOLFF,1468.00
GOG_64_Salah BOUTAF,1466.00
MTH_36_Silas OVERBY,1464.00
FHK_21_Mathias SMED,1460.00
GIF_14_Emil BERGHOLT,1460.00
12_Magnus MØLLER,1460.00
SKH_19_Thor CHRISTENSEN,1460.00
GIF_21_Mathias SMED,1460.00
MTH_30_Svend RUGHAVE,1456.00
TMS_16_Andreas HAAGEN,1450.00
BSH_19_René Toft HANSEN,1447.00
GIF_16_Christian WETCHE,1440.00
REH_16_Ágúst BJÖRGVINSSON,1434.00
AAH_1_Niklas LANDIN,1432.00
KIF_12_Josip CAVAR,1414.00
SJE_1_Matthias DORGELO,1410.00
16_Josip CAVAR,1394.00
30_Jonas Capion JØRGENSEN,1390.00
16_Anton HELLBERG,1383.00
12_Mads Brandt IVERSEN,1345.00
32_Anton HELLBERG,1333.00
20_Anton HELLBERG,1328.00
GIF_11_Kristoffer JESSEN,1316.00
19_Martin NAGY,1283.00
12_Rasmus Storm JENSEN,1264.00
16_Tim WINKLER,1068.00
1_Frank MIKKELSEN,929.00
1_Rasmus HENRIKSEN,911.00
29_Malte EICHHORST,746.00
1_Frederik SKOVGAARD,571.00
16_Thorsten FRIES,559.00
20_Oliver LARSEN,437.00
1_Sebastian FRANDSEN,334.00
1_Niklas LANDIN,245.00
1_Kristoffer LAURSEN,167.00
29_Jimmi ANDERSEN,130.00
12_Kasper LARSEN,30.00
1_Emil TELLERUP,-323.00
30_Julius STEN,-325.00
12_Peter JOHANNESSON,-375.00
1_Mikkel LØVKVIST,-413.00
64_Salah BOUTAF,-440.00
16_Ágúst BJÖRGVINSSON,-441.00
1_Niklas KRAFT,-461.00
1_Matthias DORGELO,-477.00
12_Fabian NORSTEN,-616.00
12_Josip CAVAR,-656.00
16_Magnus PETERSEN,-762.00
12_Magnus BRANDBYGE,-963.00
16_Christian WETCHE,-1275.00
30_Svend RUGHAVE,-1279.00
16_Sander HEIEREN,-1403.00
16_Andreas HAAGEN,-1694.00
1_Christoffer BONDE,-1816.00
